category2,role,category1,username,text,timestamp,title,idArt
Sports:1038,normalUser,Aviation/Flight:2650,hampusr,Ah davvero,2021-01-22 16:47:00.407,,27
Puzzle:1028,normalUser,Wargame:1019,kurikslau,Ah davvero,2021-01-22 16:47:00.639,,27
Deduction:1039,normalUser,World War II: 1049,puzzler38,Ah incredibile,2021-01-22 16:47:00.872,,27
Sports:1038,normalUser,Racing:1031,kiwamu,Ci siete?,2021-01-22 16:47:01.146,,27
Territory Building:1086,normalUser,Medieval:1035,blkstook,Che fate?,2021-01-22 16:47:01.351,,27
Animals:1089,normalUser,Medieval:1035,pahakarhuz,Ah incredibile,2021-01-22 16:47:01.572,,27
Sports:1038,normalUser,Puzzle:1028,filmmanwithaplan,Post,2021-01-22 16:47:01.822,,27
Movies/TV/Radio Theme:1064,normalUser,Sports:1038,ryanwapner,Che fate?,2021-01-22 16:47:02.147,,27
Memory:1045,normalUser,Murder/Mystery:1040,sablefox,Ci siete?,2021-01-22 16:47:02.366,,27
Economic:1021,normalUser,Memory:1045,mme sillypants,Sono ioo,2021-01-22 16:47:02.55,,27
Fighting:1046,normalUser,Negotiation:1026,cioffiar,Tutto bene?,2021-01-22 16:47:02.852,,27
Sports:1038,normalUser,Territory Building:1086,bggstar,Sono ioo,2021-01-22 16:47:03.06,,27
Real-time:1037,influencer,Exploration:1020,nikoalokin,Tutto bene?,2021-01-22 16:47:03.251,,27
Territory Building:1086,normalUser,Economic:1021,elazul,Che fate?,2021-01-22 16:47:03.455,,27
Travel:1097,normalUser,Number:1098,watchitpaintit,Che fate?,2021-01-22 16:47:03.876,,27
Racing:1031,normalUser,Children's Game:1041,al_shrew,Sono ioo,2021-01-22 16:47:04.145,,27
Real-time:1037,normalUser,Aviation/Flight:2650,marcinq84,Che fate?,2021-01-22 16:47:04.579,,27
Wargame:1019,normalUser,Print & Play:1120,rorysf,Sono ioo,2021-01-22 16:47:05.066,,27
Book:1117,influencer,Economic:1021,pimpernel,Ah davvero,2021-01-22 16:47:05.398,,27
Collectible Components:1044,normalUser,Miniatures:1047,cactilion,Ah davvero,2021-01-22 16:47:05.723,,27
Miniatures:1047,normalUser,Ancient:1050,ryalseth,Post,2021-01-22 16:47:06.133,,27
Book:1117,normalUser,Aviation/Flight:2650,kmcirish,Ah incredibile,2021-01-22 16:47:06.35,,27
Real-time:1037,normalUser,Science Fiction:1016,vegandodo0,Ah davvero,2021-01-22 16:47:06.54,,27
Spies/Secret Agents:1081,normalUser,Memory:1045,watertank10430,Tutto bene?,2021-01-22 16:47:06.726,,27
Fighting:1046,normalUser,Dice:1017,yuggii,Ah incredibile,2021-01-22 16:47:06.918,,27
Book:1117,normalUser,Word-game:1025,bmacfarlane,Che fate?,2021-01-22 16:47:07.108,,27
Real-time:1037,normalUser,Exploration:1020,rasmushoygaard,Ci siete?,2021-01-22 16:47:07.309,,27
Territory Building:1086,normalUser,Aviation/Flight:2650,christianbobsin,Ah incredibile,2021-01-22 16:47:07.496,,27
Movies/TV/Radio Theme:1064,normalUser,Spies/Secret Agents:1081,gull2112,Ci siete?,2021-01-22 16:47:08.085,,27
Deduction:1039,influencer,Zombies:2481,merlo piccante,Ah davvero,2021-01-22 16:47:08.264,,27
Medieval:1035,normalUser,Aviation/Flight:2650,yakidoodle,Ah davvero,2021-01-22 16:47:08.543,,27
Murder/Mystery:1040,influencer,Number:1098,gamervc,Ah davvero,2021-01-22 16:47:08.836,,27
Animals:1089,normalUser,Wargame:1019,pacuperson,Che fate?,2021-01-22 16:47:09.136,,27
Fantasy:1010,normalUser,Deduction:1039,bookieg,Post,2021-01-22 16:47:09.613,,27
Travel:1097,normalUser,Fantasy:1010,tick_tock,Sono ioo,2021-01-22 16:47:09.849,,27
Napoleonic:1051,normalUser,Sports:1038,sonimon,Post,2021-01-22 16:47:10.045,,27
Miniatures:1047,normalUser,Book:1117,quinlord,Che fate?,2021-01-22 16:47:10.593,,27
Deduction:1039,normalUser,Medieval:1035,guernica82,Tutto bene?,2021-01-22 16:47:11.661,,27
Miniatures:1047,normalUser,Ancient:1050,albertoss5,Post,2021-01-22 16:47:11.846,,27
Children's Game:1041,normalUser,Collectible Components:1044,monpah,Ah davvero,2021-01-22 16:47:12.08,,27
World War II: 1049,normalUser,Puzzle:1028,deagleseagull,Ah davvero,2021-01-22 16:47:12.29,,27
Deduction:1039,influencer,Racing:1031,blackswordsteve,Tutto bene?,2021-01-22 16:47:12.473,,27
Adventure:1022,influencer,Bluffing:1023,cayca,Ah incredibile,2021-01-22 16:47:24.771,Titolo,29
Book:1117,normalUser,Dice:1017,albinoyeti,Ah incredibile,2021-01-22 16:47:25.022,Titolo,29
Word-game:1025,normalUser,Deduction:1039,stormarov45,Ah incredibile,2021-01-22 16:47:25.483,Titolo,29
Science Fiction:1016,normalUser,Fighting:1046,hensiehans,Ah davvero,2021-01-22 16:47:25.725,Titolo,29
Fantasy:1010,normalUser,Ancient:1050,hiddengalaxy,Ci siete?,2021-01-22 16:47:25.97,Titolo,29
Modern Warfare:1069,normalUser,Dice:1017,grognardjeff,Ah davvero,2021-01-22 16:47:26.184,Titolo,29
Print & Play:1120,normalUser,Territory Building:1086,dolphin hat games,Ah incredibile,2021-01-22 16:47:26.412,Titolo,29
Children's Game:1041,influencer,Fighting:1046,christianolo,Ci siete?,2021-01-22 16:47:26.62,Titolo,29
Modern Warfare:1069,influencer,Murder/Mystery:1040,grendelsbayne,Post,2021-01-22 16:47:26.823,Titolo,29
Word-game:1025,influencer,Educational:1094,ptc3bluedevil,Sono ioo,2021-01-22 16:47:27.007,Titolo,29
Number:1098,normalUser,Fighting:1046,cardtower,Tutto bene?,2021-01-22 16:47:27.202,Titolo,29
Sports:1038,normalUser,Adventure:1022,zombiestitches,Ah davvero,2021-01-22 16:47:27.398,Titolo,29
Animals:1089,normalUser,Aviation/Flight:2650,clemtiger007,Ci siete?,2021-01-22 16:47:27.606,Titolo,29
Territory Building:1086,normalUser,Travel:1097,marlnobor,Ci siete?,2021-01-22 16:47:27.797,Titolo,29
Territory Building:1086,influencer,Abstact Strategy:1009,opozo2207,Ci siete?,2021-01-22 16:47:27.984,Titolo,29
Sports:1038,normalUser,Racing:1031,katieshamin,Che fate?,2021-01-22 16:47:28.184,Titolo,29
Print & Play:1120,normalUser,Negotiation:1026,padragan,Ah incredibile,2021-01-22 16:47:28.39,Titolo,29
Collectible Components:1044,normalUser,Real-time:1037,bantam,Post,2021-01-22 16:47:28.58,Titolo,29
Party Game:1030,normalUser,Modern Warfare:1069,marinalatvia,Che fate?,2021-01-22 16:47:28.821,Titolo,29
Abstact Strategy:1009,influencer,Transportation:1011,rocketkiwi,Sono ioo,2021-01-22 16:47:29.053,Titolo,29
Sports:1038,normalUser,Spies/Secret Agents:1081,x3dclick,Ah incredibile,2021-01-22 16:47:29.924,Titolo,29
Real-time:1037,influencer,Dice:1017,unknownlempi,Ci siete?,2021-01-22 16:47:30.146,Titolo,29
Miniatures:1047,normalUser,Animals:1089,alexnike90,Post,2021-01-22 16:47:30.325,Titolo,29
Miniatures:1047,normalUser,Murder/Mystery:1040,holland227,Sono ioo,2021-01-22 16:47:30.547,Titolo,29
Collectible Components:1044,normalUser,Real-time:1037,pakou,Post,2021-01-22 16:47:30.81,Titolo,29
Modern Warfare:1069,normalUser,Fighting:1046,draconianpl,Ah davvero,2021-01-22 16:47:31.029,Titolo,29
Territory Building:1086,normalUser,Napoleonic:1051,robrll,Sono ioo,2021-01-22 16:47:31.246,Titolo,29
Novel-Based:1093,normalUser,Economic:1021,lucadia,Ah davvero,2021-01-22 16:47:31.436,Titolo,29
Fantasy:1010,normalUser,Trains:1034,idlemichael,Che fate?,2021-01-22 16:47:31.976,Titolo,29
Dice:1017,influencer,Action/Dexterity:1032,ch0sa,Tutto bene?,2021-01-22 16:47:32.172,Titolo,29
Book:1117,normalUser,Children's Game:1041,chop uk,Ah incredibile,2021-01-22 16:47:32.357,Titolo,29
Spies/Secret Agents:1081,normalUser,Children's Game:1041,jeanflix,Che fate?,2021-01-22 16:47:32.539,Titolo,29
Bluffing:1023,influencer,Print & Play:1120,dark_aklain,Tutto bene?,2021-01-22 16:47:32.737,Titolo,29
Racing:1031,normalUser,Abstact Strategy:1009,nigecooney,Ci siete?,2021-01-22 16:47:32.921,Titolo,29
Economic:1021,normalUser,Murder/Mystery:1040,cleadis,Tutto bene?,2021-01-22 16:47:33.107,Titolo,29
Wargame:1019,normalUser,Dice:1017,0b1_ita,Ci siete?,2021-01-22 16:47:33.362,Titolo,29
Aviation/Flight:2650,normalUser,Travel:1097,zeng,Post,2021-01-22 16:47:33.641,Titolo,29
Medieval:1035,normalUser,Memory:1045,diegorm2013,Sono ioo,2021-01-22 16:47:34.334,Titolo,29
Humor:1079,normalUser,Zombies:2481,deskinj,Che fate?,2021-01-22 16:47:34.525,Titolo,29
Fantasy:1010,normalUser,Real-time:1037,hzsolt66,Sono ioo,2021-01-22 16:47:34.693,Titolo,29
Transportation:1011,normalUser,Memory:1045,leonidarex,Tutto bene?,2021-01-22 16:47:35.012,Titolo,29
Aviation/Flight:2650,normalUser,Dice:1017,swalker51,Ci siete?,2021-01-22 16:47:35.226,Titolo,29
Fighting:1046,normalUser,Wargame:1019,broken loose,Tutto bene?,2021-01-22 16:47:35.411,Titolo,29
Economic:1021,normalUser,Children's Game:1041,c. aaron kreader,Ci siete?,2021-01-22 16:48:29.502,Articolo,31
Dice:1017,influencer,Miniatures:1047,jalemo,Tutto bene?,2021-01-22 16:48:29.251,Articolo,31
Adventure:1022,normalUser,Aviation/Flight:2650,astronico,Tutto bene?,2021-01-22 16:48:28.971,Articolo,31
Ancient:1050,normalUser,Napoleonic:1051,juventude,Post,2021-01-22 16:48:28.642,Articolo,31
Novel-Based:1093,normalUser,Bluffing:1023,danimonto,Post,2021-01-22 16:48:28.425,Articolo,31
Miniatures:1047,normalUser,Fighting:1046,zenfire,Ah davvero,2021-01-22 16:48:27.834,Articolo,31
Children's Game:1041,normalUser,Racing:1031,willward,Sono ioo,2021-01-22 16:48:27.639,Articolo,31
Modern Warfare:1069,influencer,Aviation/Flight:2650,makrosx,Ah davvero,2021-01-22 16:48:27.449,Articolo,31
Economic:1021,normalUser,Real-time:1037,ottavianocosta,Tutto bene?,2021-01-22 16:48:26.812,Articolo,31
Miniatures:1047,normalUser,Ancient:1050,frank60218,Che fate?,2021-01-22 16:48:26.534,Articolo,31
Novel-Based:1093,normalUser,Puzzle:1028,socratesrr90,Ci siete?,2021-01-22 16:48:26.23,Articolo,31
Real-time:1037,normalUser,Exploration:1020,rasmushoygaard,Ah incredibile,2021-01-22 16:48:26.037,Articolo,31
Aviation/Flight:2650,normalUser,Territory Building:1086,greenbeehive,Sono ioo,2021-01-22 16:48:25.797,Articolo,31
Party Game:1030,normalUser,Children's Game:1041,thebeezkneez,Ah davvero,2021-01-22 16:48:11.285,Articolo,31
World War II: 1049,normalUser,Abstact Strategy:1009,farofia,Che fate?,2021-01-22 16:48:11.47,Articolo,31
Deduction:1039,normalUser,Movies/TV/Radio Theme:1064,csershon,Post,2021-01-22 16:48:11.813,Articolo,31
Educational:1094,normalUser,Puzzle:1028,till engel,Ah davvero,2021-01-22 16:48:12.195,Articolo,31
Ancient:1050,normalUser,Exploration:1020,umbre_tombetoile,Ci siete?,2021-01-22 16:48:12.407,Articolo,31
Word-game:1025,normalUser,Fantasy:1010,krzysk,Ci siete?,2021-01-22 16:48:12.595,Articolo,31
Wargame:1019,influencer,Abstact Strategy:1009,andylatto,Post,2021-01-22 16:48:12.803,Articolo,31
Educational:1094,normalUser,Deduction:1039,plebs_tribune,Sono ioo,2021-01-22 16:48:12.992,Articolo,31
Real-time:1037,normalUser,Fighting:1046,ch_brun,Post,2021-01-22 16:48:13.428,Articolo,31
Word-game:1025,normalUser,Abstact Strategy:1009,solariusbr,Post,2021-01-22 16:48:13.811,Articolo,31
Medieval:1035,influencer,Medical:2145,dragodelbiondo,Ah incredibile,2021-01-22 16:48:14.384,Articolo,31
Wargame:1019,normalUser,Bluffing:1023,jrmod,Ci siete?,2021-01-22 16:48:14.737,Articolo,31
Wargame:1019,normalUser,Educational:1094,kattay,Tutto bene?,2021-01-22 16:48:15.101,Articolo,31
Travel:1097,normalUser,Negotiation:1026,venarez,Sono ioo,2021-01-22 16:48:15.556,Articolo,31
Exploration:1020,influencer,Sports:1038,nukeu666,Ah davvero,2021-01-22 16:48:15.864,Articolo,31
Racing:1031,normalUser,Deduction:1039,hypnos,Ah incredibile,2021-01-22 16:48:16.256,Articolo,31
Bluffing:1023,normalUser,Territory Building:1086,silverbulletky,Ci siete?,2021-01-22 16:48:16.586,Articolo,31
Collectible Components:1044,normalUser,Adventure:1022,jennalbe,Ah davvero,2021-01-22 16:48:16.965,Articolo,31
Sports:1038,normalUser,Aviation/Flight:2650,belned,Tutto bene?,2021-01-22 16:48:17.34,Articolo,31
Puzzle:1028,normalUser,Print & Play:1120,trigun89,Ah incredibile,2021-01-22 16:48:18.125,Articolo,31
Action/Dexterity:1032,normalUser,Word-game:1025,vasquez21,Post,2021-01-22 16:48:18.427,Articolo,31
Medical:2145,normalUser,Wargame:1019,riven skull,Sono ioo,2021-01-22 16:48:18.675,Articolo,31
Medical:2145,normalUser,Transportation:1011,pidda,Ci siete?,2021-01-22 16:48:19.301,Articolo,31
Science Fiction:1016,normalUser,Action/Dexterity:1032,eviljorge,Tutto bene?,2021-01-22 16:48:19.525,Articolo,31
Negotiation:1026,influencer,Wargame:1019,rambello,Che fate?,2021-01-22 16:48:19.75,Articolo,31
Deduction:1039,normalUser,Bluffing:1023,christie1993,Post,2021-01-22 16:48:19.947,Articolo,31
Economic:1021,normalUser,Miniatures:1047,bigmamat,Ah incredibile,2021-01-22 16:48:20.148,Articolo,31
World War II: 1049,normalUser,Territory Building:1086,jaytee1,Ah davvero,2021-01-22 16:48:20.364,Articolo,31
Negotiation:1026,normalUser,Wargame:1019,moonlightmiracle,Ah incredibile,2021-01-22 16:48:20.585,Articolo,31
Collectible Components:1044,normalUser,Book:1117,dionysosgames,Che fate?,2021-01-22 16:48:20.789,Articolo,31
Puzzle:1028,normalUser,Adventure:1022,veldran,Tutto bene?,2021-01-22 16:48:20.992,Articolo,31
Word-game:1025,normalUser,Educational:1094,juniperjuniper,Ah davvero,2021-01-22 16:48:21.208,Articolo,31
Children's Game:1041,normalUser,Racing:1031,bichmur,Che fate?,2021-01-22 16:48:21.407,Articolo,31
Medical:2145,influencer,Bluffing:1023,dalanhol,Post,2021-01-22 16:48:21.623,Articolo,31
Miniatures:1047,normalUser,Book:1117,hydraphobe,Ci siete?,2021-01-22 16:48:21.814,Articolo,31
Negotiation:1026,normalUser,Book:1117,kurthl33t,Post,2021-01-22 16:48:22.003,Articolo,31
Territory Building:1086,normalUser,Fighting:1046,malverson26,Che fate?,2021-01-22 16:48:22.206,Articolo,31
Children's Game:1041,normalUser,Bluffing:1023,boomer642,Tutto bene?,2021-01-22 16:48:22.394,Articolo,31
Racing:1031,normalUser,Educational:1094,carmanm,Sono ioo,2021-01-22 16:48:22.589,Articolo,31
Party Game:1030,normalUser,Exploration:1020,alph4_1,Ah davvero,2021-01-22 16:48:22.792,Articolo,31
Adventure:1022,normalUser,Action/Dexterity:1032,johnny badhair,Ah incredibile,2021-01-22 16:48:23.73,Articolo,31
Animals:1089,normalUser,Novel-Based:1093,hallets,Ci siete?,2021-01-22 16:48:23.963,Articolo,31
Humor:1079,normalUser,Racing:1031,meechauek,Sono ioo,2021-01-22 16:48:24.277,Articolo,31
Ancient:1050,normalUser,Medieval:1035,lordherpie,Tutto bene?,2021-01-22 16:48:24.591,Articolo,31
Miniatures:1047,normalUser,Aviation/Flight:2650,cjbrooks12,Che fate?,2021-01-22 16:48:24.92,Articolo,31
Word-game:1025,normalUser,Travel:1097,cloudjubei,Ci siete?,2021-01-22 16:48:25.312,Articolo,31
Territory Building:1086,influencer,Dice:1017,chakado,coomento,2021-01-22 20:53:42.211,Sapete che..,33
Book:1117,normalUser,Educational:1094,xairen,Che fate?,2021-01-22 16:49:27.013,Sapete che..,33
Bluffing:1023,normalUser,Territory Building:1086,chanms,Tutto bene?,2021-01-22 16:49:26.832,Sapete che..,33
Fantasy:1010,normalUser,Deduction:1039,partypatch,Tutto bene?,2021-01-22 16:49:26.644,Sapete che..,33
Medical:2145,influencer,Print & Play:1120,seraphine82,Ah davvero,2021-01-22 16:49:26.455,Sapete che..,33
Fantasy:1010,normalUser,Ancient:1050,xenomorf39,Che fate?,2021-01-22 16:49:26.271,Sapete che..,33
Real-time:1037,normalUser,Deduction:1039,cbbyler,Che fate?,2021-01-22 16:49:26.061,Sapete che..,33
Card Game:1002,normalUser,Number:1098,mgreen02,Post,2021-01-22 16:49:25.739,Sapete che..,33
Animals:1089,normalUser,Exploration:1020,somekillertofu,Sono ioo,2021-01-22 16:49:25.445,Sapete che..,33
Deduction:1039,normalUser,Print & Play:1120,capn_tucker,Che fate?,2021-01-22 16:49:25.162,Sapete che..,33
Abstact Strategy:1009,normalUser,Medical:2145,sashavukovic,Ci siete?,2021-01-22 16:49:24.884,Sapete che..,33
Word-game:1025,normalUser,Print & Play:1120,littleleo5,Che fate?,2021-01-22 16:49:24.565,Sapete che..,33
Trains:1034,normalUser,Deduction:1039,m1sha,Tutto bene?,2021-01-22 16:49:24.241,Sapete che..,33
Napoleonic:1051,moderator,Science Fiction:1016,faunty,Sono ioo,2021-01-22 16:49:23.92,Sapete che..,33
Travel:1097,normalUser,Movies/TV/Radio Theme:1064,pippap,Post,2021-01-22 16:49:23.594,Sapete che..,33
World War II: 1049,normalUser,Medical:2145,actc,Ci siete?,2021-01-22 16:49:23.276,Sapete che..,33
Science Fiction:1016,influencer,Number:1098,salaciousbcrumb,Ah davvero,2021-01-22 16:49:23.039,Sapete che..,33
Travel:1097,normalUser,Print & Play:1120,parraa,Ci siete?,2021-01-22 16:49:22.629,Sapete che..,33
Spies/Secret Agents:1081,normalUser,Napoleonic:1051,maid marion,Che fate?,2021-01-22 16:49:22.148,Sapete che..,33
Action/Dexterity:1032,normalUser,Miniatures:1047,edm3,Ci siete?,2021-01-22 16:49:21.953,Sapete che..,33
Napoleonic:1051,influencer,Transportation:1011,kai00,Ah davvero,2021-01-22 16:49:21.346,Sapete che..,33
Humor:1079,normalUser,Exploration:1020,drifter427,Post,2021-01-22 16:49:21.16,Sapete che..,33
Napoleonic:1051,influencer,Dice:1017,ankylosaurus,Sono ioo,2021-01-22 16:49:20.939,Sapete che..,33
Abstact Strategy:1009,influencer,Economic:1021,m1tch,Che fate?,2021-01-22 16:49:20.738,Sapete che..,33
Fantasy:1010,normalUser,Print & Play:1120,veltheris,Ci siete?,2021-01-22 16:49:20.203,Sapete che..,33
Educational:1094,influencer,Abstact Strategy:1009,alkhimmikk,Ci siete?,2021-01-22 16:49:20.025,Sapete che..,33
Children's Game:1041,influencer,Exploration:1020,trivialmatter,Tutto bene?,2021-01-22 16:49:19.841,Sapete che..,33
Humor:1079,normalUser,Book:1117,mannyfandango,Ah davvero,2021-01-22 16:49:19.639,Sapete che..,33
Humor:1079,normalUser,Word-game:1025,cgen1984,Sono ioo,2021-01-22 16:49:19.338,Sapete che..,33
Abstact Strategy:1009,normalUser,Deduction:1039,m1sterxmayh3m,Sono ioo,2021-01-22 16:49:19.148,Sapete che..,33
Movies/TV/Radio Theme:1064,normalUser,Educational:1094,mystael,Post,2021-01-22 16:49:18.022,Sapete che..,33
Miniatures:1047,normalUser,Novel-Based:1093,gador,Tutto bene?,2021-01-22 16:49:17.583,Sapete che..,33
Fighting:1046,normalUser,Trains:1034,abesmak,Tutto bene?,2021-01-22 16:49:05.428,Sapete che..,33
Modern Warfare:1069,normalUser,Napoleonic:1051,btrc,Tutto bene?,2021-01-22 16:49:05.621,Sapete che..,33
Children's Game:1041,normalUser,Ancient:1050,dwragon,Post,2021-01-22 16:49:05.81,Sapete che..,33
Territory Building:1086,normalUser,Word-game:1025,ferrern10,Tutto bene?,2021-01-22 16:49:06.04,Sapete che..,33
Movies/TV/Radio Theme:1064,normalUser,Fighting:1046,rnewhouse,Ci siete?,2021-01-22 16:49:06.267,Sapete che..,33
Number:1098,normalUser,Ancient:1050,robbdaman,Sono ioo,2021-01-22 16:49:06.455,Sapete che..,33
Ancient:1050,normalUser,Negotiation:1026,worbob329,Tutto bene?,2021-01-22 16:49:06.65,Sapete che..,33
Modern Warfare:1069,normalUser,Word-game:1025,paper_and_plastic,Ah incredibile,2021-01-22 16:49:06.837,Sapete che..,33
Print & Play:1120,normalUser,Action/Dexterity:1032,c3bo,Ah davvero,2021-01-22 16:49:07.036,Sapete che..,33
Movies/TV/Radio Theme:1064,normalUser,Spies/Secret Agents:1081,nakorprieto,Post,2021-01-22 16:49:07.321,Sapete che..,33
Aviation/Flight:2650,normalUser,Print & Play:1120,msimoher,Ah davvero,2021-01-22 16:49:07.54,Sapete che..,33
Adventure:1022,normalUser,Wargame:1019,nstrupp,Ah davvero,2021-01-22 16:49:07.786,Sapete che..,33
Miniatures:1047,normalUser,Economic:1021,vihkr,Tutto bene?,2021-01-22 16:49:08.013,Sapete che..,33
Real-time:1037,normalUser,Educational:1094,revmedia,Ah davvero,2021-01-22 16:49:08.217,Sapete che..,33
Medical:2145,influencer,Negotiation:1026,dblayton,Che fate?,2021-01-22 16:49:08.4,Sapete che..,33
Trains:1034,normalUser,Children's Game:1041,michfr,Che fate?,2021-01-22 16:49:08.585,Sapete che..,33
Economic:1021,normalUser,Real-time:1037,hansolosuncle,Ci siete?,2021-01-22 16:49:08.811,Sapete che..,33
Novel-Based:1093,normalUser,Puzzle:1028,losthorizons,Che fate?,2021-01-22 16:49:09.029,Sapete che..,33
Science Fiction:1016,normalUser,Transportation:1011,donrocco,Tutto bene?,2021-01-22 16:49:09.217,Sapete che..,33
Science Fiction:1016,normalUser,Animals:1089,g400_us,Che fate?,2021-01-22 16:49:09.941,Sapete che..,33
Napoleonic:1051,influencer,Humor:1079,cyrj1804,Sono ioo,2021-01-22 16:49:10.239,Sapete che..,33
Card Game:1002,normalUser,Murder/Mystery:1040,mondkuss,Sono ioo,2021-01-22 16:49:10.439,Sapete che..,33
Educational:1094,influencer,Adventure:1022,swisssigness,Sono ioo,2021-01-22 16:49:11.105,Sapete che..,33
Medical:2145,influencer,Dice:1017,thiessi,Tutto bene?,2021-01-22 16:49:11.339,Sapete che..,33
Fantasy:1010,normalUser,Territory Building:1086,bruke,Ah incredibile,2021-01-22 16:49:11.541,Sapete che..,33
Zombies:2481,normalUser,Real-time:1037,hunterturtle,Post,2021-01-22 16:49:11.769,Sapete che..,33
Modern Warfare:1069,influencer,Puzzle:1028,cheryltalcmedia,Ah davvero,2021-01-22 16:49:12.039,Sapete che..,33
Puzzle:1028,normalUser,Humor:1079,calixtus,Ah incredibile,2021-01-22 16:49:12.256,Sapete che..,33
Spies/Secret Agents:1081,normalUser,Educational:1094,johnieve,Ah davvero,2021-01-22 16:49:12.444,Sapete che..,33
Racing:1031,normalUser,Dice:1017,gogs45,Ah incredibile,2021-01-22 16:49:12.642,Sapete che..,33
World War II: 1049,normalUser,Memory:1045,zirkumplex,Ci siete?,2021-01-22 16:49:13.209,Sapete che..,33
Word-game:1025,normalUser,Memory:1045,jmorse42,Che fate?,2021-01-22 16:49:13.398,Sapete che..,33
Miniatures:1047,normalUser,Novel-Based:1093,ramvic,Tutto bene?,2021-01-22 16:49:13.596,Sapete che..,33
Fighting:1046,normalUser,Children's Game:1041,thegamingmanual,Ci siete?,2021-01-22 16:49:13.89,Sapete che..,33
Transportation:1011,normalUser,Spies/Secret Agents:1081,pk2484,Sono ioo,2021-01-22 16:49:14.069,Sapete che..,33
Spies/Secret Agents:1081,normalUser,Adventure:1022,woutros,Tutto bene?,2021-01-22 16:49:14.259,Sapete che..,33
Napoleonic:1051,normalUser,Exploration:1020,ingridgiraud,Che fate?,2021-01-22 16:49:14.485,Sapete che..,33
Medical:2145,normalUser,Educational:1094,ch0c,Ci siete?,2021-01-22 16:49:14.709,Sapete che..,33
Racing:1031,normalUser,Medieval:1035,rcronk,Ah davvero,2021-01-22 16:49:14.867,Sapete che..,33
Fantasy:1010,normalUser,Educational:1094,mentlo,Ah incredibile,2021-01-22 16:49:15.031,Sapete che..,33
Adventure:1022,normalUser,Spies/Secret Agents:1081,drk723,Ah davvero,2021-01-22 16:49:15.22,Sapete che..,33
Deduction:1039,normalUser,Real-time:1037,baal_sazanami,Ah incredibile,2021-01-22 16:49:15.481,Sapete che..,33
Puzzle:1028,influencer,Exploration:1020,nickbolton,Tutto bene?,2021-01-22 16:49:15.722,Sapete che..,33
Educational:1094,normalUser,Real-time:1037,greenladdy,Post,2021-01-22 16:49:15.922,Sapete che..,33
Economic:1021,influencer,Trains:1034,wystan,Post,2021-01-22 16:49:16.405,Sapete che..,33
Wargame:1019,normalUser,Number:1098,capouel,Ah davvero,2021-01-22 16:49:17.021,Sapete che..,33
Children's Game:1041,influencer,Aviation/Flight:2650,mshota,Ah incredibile,2021-01-22 16:49:17.24,Sapete che..,33
Economic:1021,normalUser,Medieval:1035,torqradio,Sono ioo,2021-01-22 16:49:43.515,Abbiamo provato il gioco,35
Ancient:1050,normalUser,Travel:1097,shanarosenberg,Sono ioo,2021-01-22 16:49:43.827,Abbiamo provato il gioco,35
Science Fiction:1016,normalUser,Party Game:1030,ackahanovitch,Sono ioo,2021-01-22 16:49:44.034,Abbiamo provato il gioco,35
Animals:1089,normalUser,Book:1117,gsfin,Che fate?,2021-01-22 16:49:44.339,Abbiamo provato il gioco,35
Spies/Secret Agents:1081,normalUser,Wargame:1019,markhelton,Ah davvero,2021-01-22 16:49:44.558,Abbiamo provato il gioco,35
Dice:1017,normalUser,Zombies:2481,bigdub,Post,2021-01-22 16:49:44.866,Abbiamo provato il gioco,35
Transportation:1011,normalUser,Movies/TV/Radio Theme:1064,tomas pablo,Tutto bene?,2021-01-22 16:49:45.105,Abbiamo provato il gioco,35
Exploration:1020,normalUser,Aviation/Flight:2650,aegos,Tutto bene?,2021-01-22 16:49:45.591,Abbiamo provato il gioco,35
Medieval:1035,influencer,Word-game:1025,sentencia_jg,Che fate?,2021-01-22 16:50:25.482,Che articolo,37
Napoleonic:1051,normalUser,Zombies:2481,stackey83,Che fate?,2021-01-22 16:50:24.861,Che articolo,37
Science Fiction:1016,normalUser,Book:1117,mueckerling,Ci siete?,2021-01-22 16:50:24.481,Che articolo,37
Bluffing:1023,normalUser,Trains:1034,kernunrex,Tutto bene?,2021-01-22 16:50:24.159,Che articolo,37
Party Game:1030,normalUser,Zombies:2481,blackeagle30,Ci siete?,2021-01-22 16:50:23.938,Che articolo,37
Party Game:1030,normalUser,Exploration:1020,kjak,Ah davvero,2021-01-22 16:50:23.742,Che articolo,37
Puzzle:1028,influencer,Zombies:2481,malyta,Sono ioo,2021-01-22 16:50:23.538,Che articolo,37
Fantasy:1010,normalUser,Wargame:1019,pedrodente,Ah incredibile,2021-01-22 16:50:23.325,Che articolo,37
Trains:1034,influencer,Dice:1017,kosherx,Ci siete?,2021-01-22 16:50:23.079,Che articolo,37
Party Game:1030,normalUser,Deduction:1039,camo11,Tutto bene?,2021-01-22 16:50:22.889,Che articolo,37
Card Game:1002,normalUser,Memory:1045,redbeard3,Ah incredibile,2021-01-22 16:50:22.698,Che articolo,37
Exploration:1020,moderator,Transportation:1011,tose92,Post,2021-01-22 16:50:22.484,Che articolo,37
Abstact Strategy:1009,influencer,Miniatures:1047,sergegordy,Post,2021-01-22 16:50:22.242,Che articolo,37
Collectible Components:1044,normalUser,Party Game:1030,corsopato,Ah davvero,2021-01-22 16:50:22.017,Che articolo,37
