category2,role,category1,username,timestamp,name,admin,description
Abstact Strategy:1009,normalUser,Miniatures:1047,rysiuvg,2021-01-22 19:22:00.93,Quelli di sempre,no description,rysiuvg
Fighting:1046,moderator,Adventure:1022,kcstrass,2021-01-22 19:22:01.052,Quelli di sempre,no description,kcstrass
World War II: 1049,normalUser,Racing:1031,kylemorrison,2021-01-22 19:21:53.926,Quelli di sempre,no description,kylemorrison
Novel-Based:1093,normalUser,Video Game Theme:1101,kayeviva,2021-01-22 19:21:57.416,Gli sfollati,kayeviva,no description
Wargame:1019,normalUser,Territory Building:1086,in8nirvana,2021-01-22 19:21:59.963,Bel gruppo,in8nirvana,no description
Novel-Based:1093,normalUser,Puzzle:1028,aacallaham,2021-01-22 19:22:12.29,Pisammare,aacallaham,no description
Miniatures:1047,normalUser,Number:1098,jbox99,2021-01-22 19:21:59.155,Cimone 2k16,jbox99,no description
Animals:1089,normalUser,Deduction:1039,t0x1c_j3st3r,2021-01-22 19:22:00.378,Bel gruppo,t0x1c_j3st3r,no description
Exploration:1020,influencer,Fantasy:1010,manekrod,2021-01-22 19:22:03.778,Cimone 2k16,manekrod,no description
Movies/TV/Radio Theme:1064,normalUser,Collectible Components:1044,kiwigamer7,2021-01-22 19:22:03.632,Pisammare,kiwigamer7,no description
Real-time:1037,normalUser,Book:1117,yazleb,2021-01-22 19:21:57.296,Bel gruppo,yazleb,no description
Movies/TV/Radio Theme:1064,normalUser,Travel:1097,chargers,2021-01-22 19:21:59.456,Quelli di sempre,no description,chargers
Print & Play:1120,normalUser,Animals:1089,acecorleone,2021-01-22 19:21:59.685,Bel gruppo,acecorleone,no description
Video Game Theme:1101,normalUser,Territory Building:1086,hippopotamusbg,2021-01-22 19:22:00.337,Cimone 2k16,hippopotamusbg,no description
Racing:1031,influencer,Action/Dexterity:1032,r0cinante,2021-01-22 19:22:00.205,Quelli di sempre,no description,r0cinante
Collectible Components:1044,normalUser,Dice:1017,coreyhaim8mydog,2021-01-22 19:21:53.63,Bel gruppo,coreyhaim8mydog,no description
Spies/Secret Agents:1081,normalUser,Trains:1034,oofunkyoo,2021-01-22 19:22:04.482,Pisammare,oofunkyoo,no description
Negotiation:1026,influencer,Science Fiction:1016,blankes1,2021-01-22 19:22:12.547,Bel gruppo,blankes1,no description
Territory Building:1086,normalUser,Video Game Theme:1101,sockerpappa,2021-01-22 19:22:05.432,Quelli di sempre,no description,sockerpappa
Trains:1034,normalUser,Deduction:1039,potajillo,2021-01-22 19:22:03.053,Gli sfollati,potajillo,no description
Territory Building:1086,normalUser,Animals:1089,tgarr,2021-01-22 19:22:10.756,Cimone 2k16,tgarr,no description
Fighting:1046,normalUser,Card Game:1002,aknash,2021-01-22 19:21:54.879,Pisammare,aknash,no description
Science Fiction:1016,normalUser,Medical:2145,lorex888,2021-01-22 19:22:00.074,Cimone 2k16,lorex888,no description
Territory Building:1086,normalUser,Humor:1079,keyholegames,2021-01-22 19:21:54.443,Gli sfollati,keyholegames,no description
Medieval:1035,normalUser,Miniatures:1047,bender30,2021-01-22 19:22:03.753,Cimone 2k16,bender30,no description
Modern Warfare:1069,normalUser,Collectible Components:1044,iklinck,2021-01-22 19:22:10.59,Gli sfollati,iklinck,no description
World War II: 1049,normalUser,Medical:2145,scitaliss,2021-01-22 19:21:55.796,Gli sfollati,scitaliss,no description
Word-game:1025,influencer,Miniatures:1047,sir_remic,2021-01-22 19:22:02.029,Cimone 2k16,sir_remic,no description
Educational:1094,normalUser,Abstact Strategy:1009,panosraul,2021-01-22 19:22:07.695,Pisammare,panosraul,no description
World War II: 1049,normalUser,Bluffing:1023,k4comicbook,2021-01-22 19:21:59.205,Bel gruppo,k4comicbook,no description
Fighting:1046,normalUser,Modern Warfare:1069,stoge,2021-01-22 19:21:56.872,Cimone 2k16,stoge,no description
Abstact Strategy:1009,normalUser,Animals:1089,mili40k,2021-01-22 19:22:06.678,Bel gruppo,mili40k,no description
Aviation/Flight:2650,normalUser,Print & Play:1120,msimoher,2021-01-22 19:22:00.943,Quelli di sempre,no description,msimoher
Print & Play:1120,normalUser,Educational:1094,milans9,2021-01-22 19:22:00.22,Pisammare,milans9,no description
Word-game:1025,influencer,Movies/TV/Radio Theme:1064,mystereorange,2021-01-22 19:22:02.337,Quelli di sempre,no description,mystereorange
Word-game:1025,normalUser,Animals:1089,cojackson,2021-01-22 19:22:01.29,Quelli di sempre,no description,cojackson
Humor:1079,normalUser,Puzzle:1028,jimcbyler,2021-01-22 19:22:00.957,Quelli di sempre,no description,jimcbyler
Action/Dexterity:1032,normalUser,Ancient:1050,alpay,2021-01-22 19:21:56.81,Pisammare,alpay,no description
Modern Warfare:1069,normalUser,Napoleonic:1051,real_sunbro,2021-01-22 19:22:06.973,Bel gruppo,real_sunbro,no description
Animals:1089,influencer,Trains:1034,demagoge,2021-01-22 19:21:55.439,Cimone 2k16,demagoge,no description
World War II: 1049,normalUser,Deduction:1039,freddy_k,2021-01-22 19:22:01.71,Bel gruppo,freddy_k,no description
Zombies:2481,normalUser,Territory Building:1086,wolfit,2021-01-22 19:22:00.443,Gli sfollati,wolfit,no description
Miniatures:1047,normalUser,Book:1117,hydraphobe,2021-01-22 19:21:52.995,Gli sfollati,hydraphobe,no description
Modern Warfare:1069,influencer,Economic:1021,jpdemuth,2021-01-22 19:21:53.264,Pisammare,jpdemuth,no description
Travel:1097,normalUser,Aviation/Flight:2650,cubedrone,2021-01-22 19:21:56.715,Quelli di sempre,no description,cubedrone
World War II: 1049,normalUser,Medical:2145,lipnymatek,2021-01-22 19:22:12.317,Cimone 2k16,lipnymatek,no description
World War II: 1049,normalUser,Medical:2145,lipnymatek,2021-01-22 19:22:10.372,Gli sfollati,lipnymatek,no description
Zombies:2481,normalUser,Travel:1097,rbjpl,2021-01-22 19:22:06.244,Gli sfollati,rbjpl,no description
Spies/Secret Agents:1081,normalUser,Educational:1094,alunira,2021-01-22 19:22:01.616,Quelli di sempre,no description,alunira
Card Game:1002,normalUser,Real-time:1037,casperwa,2021-01-22 19:22:09.434,Bel gruppo,casperwa,no description
Children's Game:1041,normalUser,Educational:1094,dormammu_,2021-01-22 19:21:57.334,Bel gruppo,dormammu_,no description
Card Game:1002,normalUser,Movies/TV/Radio Theme:1064,yukata,2021-01-22 19:21:56.253,Quelli di sempre,no description,yukata
Sports:1038,normalUser,Aviation/Flight:2650,hampusr,2021-01-22 19:22:00.763,Quelli di sempre,no description,hampusr
Napoleonic:1051,normalUser,Travel:1097,kyonkatsu,2021-01-22 19:21:55.61,Cimone 2k16,kyonkatsu,no description
Miniatures:1047,normalUser,Medieval:1035,arcadiaquestor,2021-01-22 19:21:53.702,Quelli di sempre,no description,arcadiaquestor
Children's Game:1041,normalUser,Number:1098,derdrach,2021-01-22 19:22:09.337,Pisammare,derdrach,no description
Fighting:1046,normalUser,Racing:1031,willywilly,2021-01-22 19:22:08.189,Quelli di sempre,no description,willywilly
Racing:1031,influencer,Trains:1034,daria432,2021-01-22 19:21:55.939,Gli sfollati,daria432,no description
Adventure:1022,normalUser,Real-time:1037,curlybrosgames,2021-01-22 19:22:09.029,Gli sfollati,curlybrosgames,no description
Trains:1034,normalUser,Exploration:1020,dylpickle,2021-01-22 19:22:08.331,Cimone 2k16,dylpickle,no description
Dice:1017,normalUser,Action/Dexterity:1032,rakuda1988,2021-01-22 19:21:53.071,Quelli di sempre,no description,rakuda1988
Medieval:1035,normalUser,Bluffing:1023,fizzend,2021-01-22 19:22:03.603,Gli sfollati,fizzend,no description
Action/Dexterity:1032,normalUser,Ancient:1050,ichibangames,2021-01-22 19:21:54.989,Quelli di sempre,no description,ichibangames
Trains:1034,normalUser,Novel-Based:1093,cooper1977,2021-01-22 19:22:08.018,Quelli di sempre,no description,cooper1977
Adventure:1022,normalUser,Negotiation:1026,windmillgo,2021-01-22 19:21:56.042,Pisammare,windmillgo,no description
Number:1098,normalUser,Exploration:1020,a1magician,2021-01-22 19:22:04.852,Gli sfollati,a1magician,no description
Book:1117,normalUser,Abstact Strategy:1009,dbfjony,2021-01-22 19:22:05.971,Pisammare,dbfjony,no description
Napoleonic:1051,normalUser,Educational:1094,sorgur,2021-01-22 19:21:55.519,Quelli di sempre,no description,sorgur
Dice:1017,normalUser,World War II: 1049,joozz,2021-01-22 19:22:03.365,Quelli di sempre,no description,joozz
Number:1098,normalUser,Card Game:1002,futzboy,2021-01-22 19:21:53.994,Quelli di sempre,no description,futzboy
Print & Play:1120,normalUser,Party Game:1030,jarbasaur,2021-01-22 19:22:01.354,Pisammare,jarbasaur,no description
Number:1098,normalUser,Word-game:1025,sokoben,2021-01-22 19:21:53.161,Cimone 2k16,sokoben,no description
Medical:2145,normalUser,Murder/Mystery:1040,nogameover,2021-01-22 19:22:05.703,Gli sfollati,nogameover,no description
Territory Building:1086,normalUser,Fighting:1046,simc,2021-01-22 19:21:59.18,Gli sfollati,simc,no description
Zombies:2481,normalUser,Abstact Strategy:1009,cernunos,2021-01-22 19:21:54.748,Pisammare,cernunos,no description
Animals:1089,normalUser,Science Fiction:1016,jyashar,2021-01-22 19:22:09.46,Gli sfollati,jyashar,no description
Card Game:1002,normalUser,Racing:1031,iiisrael,2021-01-22 19:21:54.129,Gli sfollati,iiisrael,no description
Memory:1045,normalUser,Negotiation:1026,aaronrojo,2021-01-22 19:21:57.07,Bel gruppo,aaronrojo,no description
Medieval:1035,normalUser,Number:1098,stellar_mass,2021-01-22 19:22:10.658,Gli sfollati,stellar_mass,no description
Sports:1038,normalUser,Number:1098,scousegambit,2021-01-22 19:21:59.857,Bel gruppo,scousegambit,no description
Murder/Mystery:1040,normalUser,Miniatures:1047,lowengrin,2021-01-22 19:22:02.002,Pisammare,lowengrin,no description
Deduction:1039,normalUser,Real-time:1037,baal_sazanami,2021-01-22 19:22:05.551,Cimone 2k16,baal_sazanami,no description
Aviation/Flight:2650,normalUser,Negotiation:1026,barth153,2021-01-22 19:22:05.513,Bel gruppo,barth153,no description
Party Game:1030,normalUser,Wargame:1019,christinarcancel,2021-01-22 19:21:55.545,Pisammare,christinarcancel,no description
Animals:1089,normalUser,Movies/TV/Radio Theme:1064,riverman31,2021-01-22 19:22:13.218,Cimone 2k16,riverman31,no description
Animals:1089,normalUser,Exploration:1020,tjrolette,2021-01-22 19:22:03.522,Quelli di sempre,no description,tjrolette
Wargame:1019,influencer,Sports:1038,mistytotem,2021-01-22 19:21:53.821,Gli sfollati,mistytotem,no description
Napoleonic:1051,influencer,Bluffing:1023,docgeo1,2021-01-22 19:22:05.38,Bel gruppo,docgeo1,no description
Abstact Strategy:1009,normalUser,Ancient:1050,voazpro,2021-01-22 19:22:09.377,Quelli di sempre,no description,voazpro
Number:1098,normalUser,Science Fiction:1016,rajonrondo9,2021-01-22 19:22:09.282,Gli sfollati,rajonrondo9,no description
Word-game:1025,normalUser,Puzzle:1028,bth982,2021-01-22 19:22:02.324,Quelli di sempre,no description,bth982
Science Fiction:1016,influencer,Memory:1045,dspongman,2021-01-22 19:21:52.954,Gli sfollati,dspongman,no description
Travel:1097,normalUser,Aviation/Flight:2650,malmot,2021-01-22 19:22:04.002,Quelli di sempre,no description,malmot
Word-game:1025,normalUser,Economic:1021,bicro,2021-01-22 19:21:57.188,Gli sfollati,bicro,no description
Adventure:1022,influencer,Murder/Mystery:1040,hendrake,2021-01-22 19:22:01.138,Cimone 2k16,hendrake,no description
Economic:1021,normalUser,Spies/Secret Agents:1081,mafieadon,2021-01-22 19:22:04.031,Pisammare,mafieadon,no description
Wargame:1019,normalUser,Number:1098,gabrielfaria,2021-01-22 19:22:01.329,Gli sfollati,gabrielfaria,no description
Fantasy:1010,normalUser,Medical:2145,captainburnside,2021-01-22 19:22:06.012,Cimone 2k16,captainburnside,no description
Napoleonic:1051,normalUser,Transportation:1011,netrinogr,2021-01-22 19:22:05.958,Pisammare,netrinogr,no description
Travel:1097,influencer,Zombies:2481,eduar23,2021-01-22 19:22:03.766,Quelli di sempre,no description,eduar23
Territory Building:1086,normalUser,Ancient:1050,boardgamebroszer06,2021-01-22 19:22:05.675,Cimone 2k16,boardgamebroszer06,no description
Bluffing:1023,normalUser,Aviation/Flight:2650,fourds13,2021-01-22 19:22:10.902,Pisammare,fourds13,no description
Racing:1031,normalUser,Science Fiction:1016,zamazingo_,2021-01-22 19:21:57.202,Pisammare,zamazingo_,no description
Book:1117,normalUser,Novel-Based:1093,pentargam632,2021-01-22 19:21:58.441,Bel gruppo,pentargam632,no description
Racing:1031,normalUser,Ancient:1050,tenchizard,2021-01-22 19:22:08.077,Pisammare,tenchizard,no description
Murder/Mystery:1040,normalUser,World War II: 1049,anti11,2021-01-22 19:22:04.51,Quelli di sempre,no description,anti11
Humor:1079,normalUser,Party Game:1030,doudousama,2021-01-22 19:22:11.577,Quelli di sempre,no description,doudousama
Humor:1079,normalUser,Economic:1021,jptothec,2021-01-22 19:22:06.652,Cimone 2k16,jptothec,no description
Word-game:1025,normalUser,Fantasy:1010,dongsuk kim,2021-01-22 19:22:03.483,Quelli di sempre,no description,dongsuk kim
Racing:1031,normalUser,Humor:1079,kgp23,2021-01-22 19:22:12.082,Bel gruppo,kgp23,no description
Miniatures:1047,influencer,Spies/Secret Agents:1081,studiamea,2021-01-22 19:22:13.068,Gli sfollati,studiamea,no description
Puzzle:1028,influencer,Collectible Components:1044,satis08,2021-01-22 19:22:01.04,Quelli di sempre,no description,satis08
Party Game:1030,normalUser,Humor:1079,yupika,2021-01-22 19:22:12.963,Pisammare,yupika,no description
Adventure:1022,influencer,Puzzle:1028,papachristou,2021-01-22 19:22:00.258,Quelli di sempre,no description,papachristou
Children's Game:1041,normalUser,Real-time:1037,zixzing,2021-01-22 19:22:05.034,Cimone 2k16,zixzing,no description
Spies/Secret Agents:1081,influencer,Napoleonic:1051,kamashiri,2021-01-22 19:21:59.738,Gli sfollati,kamashiri,no description
Wargame:1019,normalUser,Sports:1038,screamingmonkey,2021-01-22 19:22:06.118,Bel gruppo,screamingmonkey,no description
Humor:1079,normalUser,Action/Dexterity:1032,jaedrian,2021-01-22 19:21:55.978,Pisammare,jaedrian,no description
World War II: 1049,normalUser,Murder/Mystery:1040,pentram,2021-01-22 19:21:57.375,Quelli di sempre,no description,pentram
Bluffing:1023,normalUser,Puzzle:1028,npoirier,2021-01-22 19:22:04.203,Bel gruppo,npoirier,no description
Trains:1034,normalUser,Racing:1031,grimgork,2021-01-22 19:21:59.829,Bel gruppo,grimgork,no description
Wargame:1019,normalUser,Humor:1079,laymank,2021-01-22 19:22:01.644,Pisammare,laymank,no description
Novel-Based:1093,normalUser,Abstact Strategy:1009,archiekoi,2021-01-22 19:22:07.001,Cimone 2k16,archiekoi,no description
Puzzle:1028,normalUser,Travel:1097,shawondak,2021-01-22 19:22:11.395,Pisammare,shawondak,no description
Memory:1045,normalUser,Action/Dexterity:1032,seb_mtl,2021-01-22 19:21:57.489,Quelli di sempre,no description,seb_mtl
Bluffing:1023,normalUser,Murder/Mystery:1040,dakotarimmer,2021-01-22 19:22:00.611,Pisammare,dakotarimmer,no description
Aviation/Flight:2650,normalUser,Economic:1021,ymmat,2021-01-22 19:21:56.307,Quelli di sempre,no description,ymmat
Puzzle:1028,normalUser,Territory Building:1086,durstan,2021-01-22 19:22:09.186,Cimone 2k16,durstan,no description
Puzzle:1028,normalUser,Territory Building:1086,durstan,2021-01-22 19:22:06.855,Quelli di sempre,no description,durstan
Modern Warfare:1069,normalUser,Novel-Based:1093,kingmob,2021-01-22 19:21:58.837,Pisammare,kingmob,no description
Travel:1097,normalUser,Medieval:1035,topher4,2021-01-22 19:21:58.878,Quelli di sempre,no description,topher4
Science Fiction:1016,normalUser,Children's Game:1041,domin2111,2021-01-22 19:22:09.859,Pisammare,domin2111,no description
Aviation/Flight:2650,normalUser,Collectible Components:1044,mmaccg,2021-01-22 19:22:09.634,Quelli di sempre,no description,mmaccg
Transportation:1011,normalUser,Dice:1017,deathwarden,2021-01-22 19:21:59.516,Pisammare,deathwarden,no description
Bluffing:1023,normalUser,Fighting:1046,bignike_ch,2021-01-22 19:22:11.662,Cimone 2k16,bignike_ch,no description
Children's Game:1041,influencer,Novel-Based:1093,soak314,2021-01-22 19:21:56.227,Bel gruppo,soak314,no description
Sports:1038,influencer,Dice:1017,sharky54,2021-01-22 19:21:56.728,Quelli di sempre,no description,sharky54
Exploration:1020,normalUser,Sports:1038,lachazzz,2021-01-22 19:22:10.784,Cimone 2k16,lachazzz,no description
Card Game:1002,normalUser,Real-time:1037,ferozeshah,2021-01-22 19:22:03.244,Quelli di sempre,no description,ferozeshah
Real-time:1037,normalUser,Animals:1089,cprops,2021-01-22 19:22:08.466,Pisammare,cprops,no description
Children's Game:1041,normalUser,Medieval:1035,battledog,2021-01-22 19:22:04.099,Cimone 2k16,battledog,no description
Abstact Strategy:1009,normalUser,Number:1098,againgames,2021-01-22 19:21:58.579,Cimone 2k16,againgames,no description
Card Game:1002,normalUser,Miniatures:1047,ambrose_grey,2021-01-22 19:22:07.964,Gli sfollati,ambrose_grey,no description
Children's Game:1041,normalUser,Miniatures:1047,stiffann,2021-01-22 19:22:04.086,Gli sfollati,stiffann,no description
Sports:1038,normalUser,Children's Game:1041,epikcreations,2021-01-22 19:22:06.444,Bel gruppo,epikcreations,no description
Spies/Secret Agents:1081,normalUser,Action/Dexterity:1032,mrgustav,2021-01-22 19:22:08.533,Pisammare,mrgustav,no description
Number:1098,normalUser,Trains:1034,saldagon,2021-01-22 19:21:55.861,Bel gruppo,saldagon,no description
Fighting:1046,normalUser,Napoleonic:1051,malakite,2021-01-22 19:22:08.508,Cimone 2k16,malakite,no description
Economic:1021,normalUser,Trains:1034,igores,2021-01-22 19:21:54.456,Cimone 2k16,igores,no description
Murder/Mystery:1040,normalUser,Economic:1021,colyavin,2021-01-22 19:22:00.65,Pisammare,colyavin,no description
Movies/TV/Radio Theme:1064,normalUser,Ancient:1050,martijnbrt,2021-01-22 19:22:06.416,Bel gruppo,martijnbrt,no description
Modern Warfare:1069,normalUser,Word-game:1025,meleron87,2021-01-22 19:22:04.635,Gli sfollati,meleron87,no description
Aviation/Flight:2650,normalUser,Miniatures:1047,maialabreizh,2021-01-22 19:21:53.291,Pisammare,maialabreizh,no description
Napoleonic:1051,normalUser,Wargame:1019,davob,2021-01-22 19:22:08.693,Quelli di sempre,no description,davob
Educational:1094,normalUser,Number:1098,classictester,2021-01-22 19:21:59.063,Quelli di sempre,no description,classictester
Card Game:1002,normalUser,Medieval:1035,highpockets,2021-01-22 19:21:58.175,Quelli di sempre,no description,highpockets
Travel:1097,normalUser,Adventure:1022,bambam mlg,2021-01-22 19:21:53.375,Quelli di sempre,no description,bambam mlg
Murder/Mystery:1040,normalUser,Card Game:1002,tracey66,2021-01-22 19:22:11.675,Cimone 2k16,tracey66,no description
Card Game:1002,normalUser,Humor:1079,arnbrhm,2021-01-22 19:22:11.251,Quelli di sempre,no description,arnbrhm
Deduction:1039,moderator,Economic:1021,pssdffjay,2021-01-22 19:21:54.867,Pisammare,pssdffjay,no description
Adventure:1022,normalUser,Animals:1089,grabble,2021-01-22 19:21:58.039,Pisammare,grabble,no description
Children's Game:1041,normalUser,Humor:1079,mtorch,2021-01-22 19:22:04.345,Pisammare,mtorch,no description
Wargame:1019,normalUser,Sports:1038,osarusama,2021-01-22 19:22:03.325,Bel gruppo,osarusama,no description
Abstact Strategy:1009,normalUser,Memory:1045,semriwing,2021-01-22 19:22:04.189,Quelli di sempre,no description,semriwing
Fantasy:1010,normalUser,Number:1098,yannick69,2021-01-22 19:21:54.839,Quelli di sempre,no description,yannick69
Novel-Based:1093,normalUser,Collectible Components:1044,abeechler27,2021-01-22 19:21:53.361,Gli sfollati,abeechler27,no description
Miniatures:1047,normalUser,Print & Play:1120,m0mentum,2021-01-22 19:21:57.347,Bel gruppo,m0mentum,no description
Medical:2145,normalUser,Miniatures:1047,luckyj,2021-01-22 19:22:06.665,Gli sfollati,luckyj,no description
Number:1098,normalUser,World War II: 1049,syras,2021-01-22 19:22:10.427,Gli sfollati,syras,no description
Sports:1038,normalUser,Economic:1021,geromehans,2021-01-22 19:22:12.949,Gli sfollati,geromehans,no description
Abstact Strategy:1009,normalUser,Bluffing:1023,saraycarry,2021-01-22 19:22:02.298,Bel gruppo,saraycarry,no description
Movies/TV/Radio Theme:1064,normalUser,Deduction:1039,matthay,2021-01-22 19:22:06.204,Pisammare,matthay,no description
Party Game:1030,normalUser,Puzzle:1028,burdkingo,2021-01-22 19:22:02.122,Bel gruppo,burdkingo,no description
Number:1098,influencer,Collectible Components:1044,reyda01,2021-01-22 19:21:56.795,Pisammare,reyda01,no description
Card Game:1002,influencer,Economic:1021,popevans,2021-01-22 19:21:54.076,Pisammare,popevans,no description
Dice:1017,normalUser,Fighting:1046,scampi007,2021-01-22 19:22:08.628,Quelli di sempre,no description,scampi007
Dice:1017,normalUser,Fighting:1046,scampi007,2021-01-22 19:22:04.906,Pisammare,scampi007,no description
Fantasy:1010,normalUser,Number:1098,freedomdriven,2021-01-22 19:22:10.718,Cimone 2k16,freedomdriven,no description
Medical:2145,normalUser,Dice:1017,shaffer83,2021-01-22 19:22:03.576,Gli sfollati,shaffer83,no description
Science Fiction:1016,normalUser,Action/Dexterity:1032,eviljorge,2021-01-22 19:21:55.4,Cimone 2k16,eviljorge,no description
Negotiation:1026,normalUser,Bluffing:1023,neulk,2021-01-22 19:22:06.391,Quelli di sempre,no description,neulk
Puzzle:1028,normalUser,Collectible Components:1044,josedraco,2021-01-22 19:22:05.647,Cimone 2k16,josedraco,no description
Travel:1097,influencer,Medical:2145,diehardman,2021-01-22 19:21:56.912,Pisammare,diehardman,no description
Novel-Based:1093,normalUser,Fighting:1046,ssalko2,2021-01-22 19:22:08.776,Cimone 2k16,ssalko2,no description
Card Game:1002,normalUser,Aviation/Flight:2650,nyrina,2021-01-22 19:22:06.908,Gli sfollati,nyrina,no description
Real-time:1037,normalUser,Travel:1097,whengoatsattack,2021-01-22 19:21:55.742,Pisammare,whengoatsattack,no description
Collectible Components:1044,normalUser,Negotiation:1026,mpetermax,2021-01-22 19:22:09.994,Bel gruppo,mpetermax,no description
Wargame:1019,normalUser,Deduction:1039,milky_ants,2021-01-22 19:21:55.053,Gli sfollati,milky_ants,no description
Puzzle:1028,influencer,Abstact Strategy:1009,urcamadon,2021-01-22 19:22:02.632,Gli sfollati,urcamadon,no description
Sports:1038,normalUser,Video Game Theme:1101,aaronernst,2021-01-22 19:22:03.189,Pisammare,aaronernst,no description
Card Game:1002,normalUser,Spies/Secret Agents:1081,schirafamily,2021-01-22 19:21:59.95,Bel gruppo,schirafamily,no description
Real-time:1037,influencer,Exploration:1020,gnodax,2021-01-22 19:22:10.954,Bel gruppo,gnodax,no description
Napoleonic:1051,normalUser,Medical:2145,stesser,2021-01-22 19:21:58.066,Pisammare,stesser,no description
Party Game:1030,normalUser,Napoleonic:1051,lie0909,2021-01-22 19:21:57.981,Cimone 2k16,lie0909,no description
Memory:1045,normalUser,Humor:1079,maesa,2021-01-22 19:21:56.212,Gli sfollati,maesa,no description
Medieval:1035,normalUser,Napoleonic:1051,yemajornerd,2021-01-22 19:21:53.252,Gli sfollati,yemajornerd,no description
Transportation:1011,moderator,Negotiation:1026,stevenivan,2021-01-22 19:21:52.76,Pisammare,stevenivan,no description
Memory:1045,normalUser,Dice:1017,filecore,2021-01-22 19:22:05.009,Quelli di sempre,no description,filecore
Puzzle:1028,normalUser,Transportation:1011,gnoola,2021-01-22 19:22:03.378,Quelli di sempre,no description,gnoola
Territory Building:1086,normalUser,Fighting:1046,mpruchniewicz,2021-01-22 19:22:06.788,Bel gruppo,mpruchniewicz,no description
Fantasy:1010,influencer,Racing:1031,gingko78,2021-01-22 19:22:12.054,Bel gruppo,gingko78,no description
Medical:2145,normalUser,Puzzle:1028,pwellner,2021-01-22 19:22:00.875,Quelli di sempre,no description,pwellner
Science Fiction:1016,normalUser,Aviation/Flight:2650,carbunicle,2021-01-22 19:22:06.732,Bel gruppo,carbunicle,no description
Puzzle:1028,normalUser,Real-time:1037,dbb143,2021-01-22 19:22:11.238,Gli sfollati,dbb143,no description
Medieval:1035,influencer,Napoleonic:1051,fatjackwhite,2021-01-22 19:22:02.07,Gli sfollati,fatjackwhite,no description
Adventure:1022,normalUser,Fantasy:1010,yggdrasiler,2021-01-22 19:21:57.809,Cimone 2k16,yggdrasiler,no description
Educational:1094,normalUser,Book:1117,vlooitjie,2021-01-22 19:21:59.541,Pisammare,vlooitjie,no description
Aviation/Flight:2650,normalUser,Animals:1089,kinglouisx,2021-01-22 19:21:57.308,Bel gruppo,kinglouisx,no description
Adventure:1022,normalUser,Medieval:1035,monk21,2021-01-22 19:22:07.195,Gli sfollati,monk21,no description
Children's Game:1041,normalUser,Ancient:1050,msw7c,2021-01-22 19:22:10.526,Bel gruppo,msw7c,no description
Humor:1079,normalUser,World War II: 1049,timeisner1,2021-01-22 19:22:03.56,Cimone 2k16,timeisner1,no description
World War II: 1049,normalUser,Racing:1031,mrsjessicamarinelli,2021-01-22 19:22:12.233,Cimone 2k16,mrsjessicamarinelli,no description
Medical:2145,normalUser,Party Game:1030,f1madkiller,2021-01-22 19:22:02.898,Cimone 2k16,f1madkiller,no description
Science Fiction:1016,normalUser,Napoleonic:1051,vagen,2021-01-22 19:22:02.472,Cimone 2k16,vagen,no description
Spies/Secret Agents:1081,normalUser,Trains:1034,zeon,2021-01-22 19:21:57.662,Quelli di sempre,no description,zeon
Word-game:1025,normalUser,World War II: 1049,fightorcusfight,2021-01-22 19:22:10.126,Gli sfollati,fightorcusfight,no description
Book:1117,influencer,Science Fiction:1016,legendsdm,2021-01-22 19:22:05.484,Bel gruppo,legendsdm,no description
Napoleonic:1051,influencer,Children's Game:1041,adygami,2021-01-22 19:21:53.446,Pisammare,adygami,no description
Memory:1045,influencer,Party Game:1030,morzath,2021-01-22 19:22:09.527,Quelli di sempre,no description,morzath
Memory:1045,normalUser,Racing:1031,odanan,2021-01-22 19:22:01.182,Gli sfollati,odanan,no description
Book:1117,normalUser,Spies/Secret Agents:1081,alarthame,2021-01-22 19:22:02.577,Gli sfollati,alarthame,no description
Exploration:1020,normalUser,Educational:1094,nealberk,2021-01-22 19:21:56.147,Pisammare,nealberk,no description
Deduction:1039,normalUser,Exploration:1020,bitz11,2021-01-22 19:21:59.646,Pisammare,bitz11,no description
Real-time:1037,normalUser,Aviation/Flight:2650,jpngui,2021-01-22 19:22:00.456,Cimone 2k16,jpngui,no description
Movies/TV/Radio Theme:1064,normalUser,Novel-Based:1093,the_educated_fool,2021-01-22 19:21:57.448,Gli sfollati,the_educated_fool,no description
Medical:2145,normalUser,Economic:1021,venedius,2021-01-22 19:22:05.115,Pisammare,venedius,no description
Print & Play:1120,normalUser,Sports:1038,lord_loren_soth,2021-01-22 19:21:59.127,Bel gruppo,lord_loren_soth,no description
Economic:1021,normalUser,Science Fiction:1016,lightyear90,2021-01-22 19:21:59.377,Cimone 2k16,lightyear90,no description
Deduction:1039,influencer,Memory:1045,parallastrix,2021-01-22 19:22:01.897,Gli sfollati,parallastrix,no description
Humor:1079,influencer,Medieval:1035,teddz,2021-01-22 19:21:56.622,Cimone 2k16,teddz,no description
Adventure:1022,normalUser,Medieval:1035,nagl00,2021-01-22 19:22:05.143,Gli sfollati,nagl00,no description
Murder/Mystery:1040,influencer,Educational:1094,mamescisneros,2021-01-22 19:22:05.287,Pisammare,mamescisneros,no description
Ancient:1050,influencer,Puzzle:1028,samuele2723,2021-01-22 19:21:56.663,Pisammare,samuele2723,no description
Abstact Strategy:1009,normalUser,Bluffing:1023,sociallubricant,2021-01-22 19:22:06.461,Gli sfollati,sociallubricant,no description
