category2,role,category1,username,timestamp,category2-2,role-2,category1-2,username-2
Print & Play:1120,normalUser,Modern Warfare:1069,deerhound82,2021-01-22 19:21:02.516,Ancient:1050,normalUser,Abstact Strategy:1009,dekelnoygames
Number:1098,normalUser,Ancient:1050,phleep,2021-01-22 19:21:21.342,Adventure:1022,normalUser,Transportation:1011,xook787
Movies/TV/Radio Theme:1064,normalUser,Negotiation:1026,doubleored,2021-01-22 19:21:35.792,Print & Play:1120,influencer,Fighting:1046,kaurahiutale
Humor:1079,normalUser,Deduction:1039,radthanael,2021-01-22 19:21:16.791,Memory:1045,normalUser,Territory Building:1086,kawernaj88
Spies/Secret Agents:1081,influencer,Economic:1021,sirbeefman,2021-01-22 19:21:41.761,Spies/Secret Agents:1081,normalUser,Territory Building:1086,patwol
Real-time:1037,normalUser,Puzzle:1028,teitofm,2021-01-22 19:21:31.407,Real-time:1037,normalUser,Memory:1045,lech kolaczewski
Print & Play:1120,normalUser,Fighting:1046,sasubia,2021-01-22 19:21:21.437,Zombies:2481,normalUser,Territory Building:1086,baglio92
Wargame:1019,normalUser,Transportation:1011,elouin,2021-01-22 19:21:42.237,Trains:1034,normalUser,Action/Dexterity:1032,luisa999
Zombies:2481,normalUser,Collectible Components:1044,sandiosos,2021-01-22 19:21:50.198,Zombies:2481,normalUser,Science Fiction:1016,rotmostraedet
Murder/Mystery:1040,normalUser,Territory Building:1086,mrbrianb,2021-01-22 19:21:02.651,Exploration:1020,normalUser,Napoleonic:1051,kelariten
Murder/Mystery:1040,normalUser,Trains:1034,creedence,2021-01-22 19:21:30.298,Movies/TV/Radio Theme:1064,influencer,Travel:1097,whattt
Abstact Strategy:1009,normalUser,Memory:1045,weberton,2021-01-22 19:21:24.657,Territory Building:1086,normalUser,Puzzle:1028,tikigod
Medieval:1035,normalUser,Memory:1045,szarma,2021-01-22 19:21:43.933,Card Game:1002,normalUser,Deduction:1039,drage
Economic:1021,moderator,Travel:1097,evilshoot,2021-01-22 19:21:19.406,Wargame:1019,normalUser,Print & Play:1120,keizers
Spies/Secret Agents:1081,normalUser,Word-game:1025,cursecatcher,2021-01-22 19:21:45.875,Dice:1017,normalUser,Racing:1031,mokkacukka
Medical:2145,normalUser,Children's Game:1041,games explorers,2021-01-22 19:21:32.194,Real-time:1037,normalUser,Aviation/Flight:2650,lauricy
Trains:1034,normalUser,Exploration:1020,dylpickle,2021-01-22 19:21:11.407,Fighting:1046,normalUser,Spies/Secret Agents:1081,salami_joe_103
Transportation:1011,normalUser,Collectible Components:1044,mr_erdnuss,2021-01-22 19:21:43.316,Racing:1031,influencer,Economic:1021,kalafiorek
Exploration:1020,normalUser,Spies/Secret Agents:1081,ichi222,2021-01-22 19:21:45.705,Modern Warfare:1069,normalUser,Number:1098,tigr
Exploration:1020,moderator,Napoleonic:1051,rnicholson95,2021-01-22 19:21:46.283,Racing:1031,normalUser,Memory:1045,alfiere
Book:1117,normalUser,Animals:1089,vallachia,2021-01-22 19:21:12.269,Exploration:1020,normalUser,Book:1117,duanewulf
Bluffing:1023,normalUser,Word-game:1025,mjgames,2021-01-22 19:21:33.739,Science Fiction:1016,normalUser,Action/Dexterity:1032,boadgamepro
Territory Building:1086,influencer,Adventure:1022,yauchy,2021-01-22 19:21:33.899,Adventure:1022,normalUser,Memory:1045,hannahsmcbride
Abstact Strategy:1009,normalUser,Word-game:1025,wtanaka,2021-01-22 19:21:37.908,Number:1098,normalUser,Collectible Components:1044,plance
Abstact Strategy:1009,normalUser,Word-game:1025,ataribill,2021-01-22 19:21:09.04,Exploration:1020,influencer,Miniatures:1047,jaeger8888
Aviation/Flight:2650,normalUser,Wargame:1019,zguy91,2021-01-22 19:21:29.422,Medical:2145,normalUser,Murder/Mystery:1040,icehawke
Puzzle:1028,normalUser,Dice:1017,iamdroid,2021-01-22 19:21:49.288,Sports:1038,normalUser,Puzzle:1028,madentity
Exploration:1020,normalUser,Novel-Based:1093,mightius,2021-01-22 19:21:00.794,Medieval:1035,normalUser,Napoleonic:1051,monarchslp
Animals:1089,normalUser,Adventure:1022,bradansworld,2021-01-22 19:21:49.492,Action/Dexterity:1032,normalUser,Dice:1017,qazwax71377
Trains:1034,influencer,Card Game:1002,d_edge,2021-01-22 19:21:05.678,Sports:1038,influencer,World War II: 1049,cheezah
Sports:1038,normalUser,Humor:1079,niddi77,2021-01-22 19:21:07.866,Collectible Components:1044,normalUser,Number:1098,noraal
Fantasy:1010,influencer,Trains:1034,mcglonec,2021-01-22 19:21:25.222,Economic:1021,normalUser,Children's Game:1041,ancsa83
Modern Warfare:1069,influencer,Economic:1021,brooklyn game lab,2021-01-22 19:21:17.212,Animals:1089,influencer,Video Game Theme:1101,quirkychrissy
Racing:1031,normalUser,Spies/Secret Agents:1081,windbane,2021-01-22 19:21:36.681,Transportation:1011,normalUser,Fighting:1046,unceasingknight
Fighting:1046,normalUser,Transportation:1011,philreh,2021-01-22 19:21:28.396,Adventure:1022,normalUser,Book:1117,gatikeitor
Miniatures:1047,normalUser,Children's Game:1041,osgagu,2021-01-22 19:21:50.708,Puzzle:1028,normalUser,Party Game:1030,fitzkaos
Movies/TV/Radio Theme:1064,normalUser,Bluffing:1023,thegooseygod,2021-01-22 19:21:07.569,Murder/Mystery:1040,normalUser,Economic:1021,colyavin
Fantasy:1010,normalUser,Action/Dexterity:1032,artful nudger,2021-01-22 19:21:24.006,Zombies:2481,normalUser,Trains:1034,cormar
Educational:1094,normalUser,Abstact Strategy:1009,kaisersote,2021-01-22 19:21:52.11,Word-game:1025,normalUser,Zombies:2481,forcepulse
Bluffing:1023,normalUser,Collectible Components:1044,gabibi,2021-01-22 19:21:25.759,Word-game:1025,normalUser,Novel-Based:1093,clivelaw
Trains:1034,normalUser,Transportation:1011,spikyazn,2021-01-22 19:21:16.233,Novel-Based:1093,normalUser,Fantasy:1010,paramau5
Napoleonic:1051,normalUser,Adventure:1022,ty1976,2021-01-22 19:21:32.385,Print & Play:1120,normalUser,Sports:1038,segaanni
Murder/Mystery:1040,normalUser,Modern Warfare:1069,ioannidas,2021-01-22 19:21:34.497,World War II: 1049,normalUser,Exploration:1020,mcmahamg
Card Game:1002,normalUser,Movies/TV/Radio Theme:1064,aram12,2021-01-22 19:21:04.149,Word-game:1025,normalUser,Real-time:1037,josecarmonalh
Dice:1017,normalUser,Miniatures:1047,coryza,2021-01-22 19:21:44.177,Science Fiction:1016,normalUser,Dice:1017,villageonstilts
Puzzle:1028,normalUser,Novel-Based:1093,johnwoo85c,2021-01-22 19:21:10.85,Educational:1094,normalUser,World War II: 1049,logangladiator
Real-time:1037,normalUser,Dice:1017,klaasje,2021-01-22 19:21:27.111,Card Game:1002,normalUser,Medical:2145,dewittejerre
Medical:2145,normalUser,Educational:1094,mostlyharmlesss,2021-01-22 19:21:01.762,Spies/Secret Agents:1081,normalUser,Trains:1034,susiec91
Transportation:1011,normalUser,Memory:1045,oktenay,2021-01-22 19:21:43.52,Bluffing:1023,influencer,Sports:1038,applesandoranges
Wargame:1019,normalUser,Print & Play:1120,szabadulosblog,2021-01-22 19:21:02.622,Humor:1079,influencer,Racing:1031,farflyn
Children's Game:1041,normalUser,Book:1117,szensemann,2021-01-22 19:21:38.859,Video Game Theme:1101,normalUser,Party Game:1030,just games designers
Miniatures:1047,normalUser,Novel-Based:1093,sofieekblad,2021-01-22 19:21:18.148,Humor:1079,normalUser,Ancient:1050,godelieve
Animals:1089,normalUser,Video Game Theme:1101,brumble bee,2021-01-22 19:21:47.695,Card Game:1002,normalUser,Puzzle:1028,nunquamidem
Card Game:1002,normalUser,Word-game:1025,markoriak,2021-01-22 19:21:14.556,Real-time:1037,normalUser,Collectible Components:1044,jaime4jn
Medical:2145,normalUser,Word-game:1025,bunnycopter,2021-01-22 19:21:19.499,Collectible Components:1044,normalUser,Adventure:1022,18xxrabbit
Party Game:1030,normalUser,Book:1117,kalgalin,2021-01-22 19:21:46.998,Fantasy:1010,normalUser,Exploration:1020,matthewmeeple
Deduction:1039,normalUser,Economic:1021,philwilsdon,2021-01-22 19:21:42.136,Fantasy:1010,normalUser,Exploration:1020,matthewmeeple
Card Game:1002,normalUser,Memory:1045,hollymatronic,2021-01-22 19:21:19.083,Puzzle:1028,normalUser,Number:1098,cbcbseattle
Puzzle:1028,influencer,Fantasy:1010,ryanl,2021-01-22 19:21:51.323,Travel:1097,influencer,Book:1117,mondogames
Medical:2145,normalUser,Abstact Strategy:1009,si fei,2021-01-22 19:21:52.424,Miniatures:1047,normalUser,Fighting:1046,dihotar
Video Game Theme:1101,normalUser,Transportation:1011,winstonyuen37,2021-01-22 19:21:16.453,Novel-Based:1093,normalUser,Sports:1038,vandal2002
Action/Dexterity:1032,normalUser,Miniatures:1047,maartendp,2021-01-22 19:21:12.15,Humor:1079,normalUser,Medieval:1035,opticall
Number:1098,normalUser,Animals:1089,steelbreeze,2021-01-22 19:21:38.275,Racing:1031,normalUser,Negotiation:1026,skyzero
Action/Dexterity:1032,influencer,Racing:1031,sddonkey,2021-01-22 19:21:02.555,Transportation:1011,normalUser,Collectible Components:1044,reindeerdundee
Spies/Secret Agents:1081,normalUser,Medieval:1035,johannesgp,2021-01-22 19:21:23.588,Aviation/Flight:2650,normalUser,Number:1098,jchungerford
Puzzle:1028,influencer,Party Game:1030,lobomoss,2021-01-22 19:21:47.47,Medical:2145,normalUser,Sports:1038,skinkdoktor
Collectible Components:1044,influencer,Party Game:1030,pupplehaze,2021-01-22 19:21:04.688,Spies/Secret Agents:1081,normalUser,World War II: 1049,heyman31891
Card Game:1002,normalUser,Puzzle:1028,matthewbourland,2021-01-22 19:21:39.099,Video Game Theme:1101,normalUser,Movies/TV/Radio Theme:1064,misteel
Print & Play:1120,normalUser,Real-time:1037,shallowgravy,2021-01-22 19:21:03.574,Deduction:1039,moderator,Economic:1021,pssdffjay
Medical:2145,normalUser,Territory Building:1086,ssamora,2021-01-22 19:21:30.458,Science Fiction:1016,normalUser,Fantasy:1010,crizeb
Number:1098,normalUser,Miniatures:1047,kcmark,2021-01-22 19:21:27.136,Fighting:1046,normalUser,Word-game:1025,law_abiding_magikarp
Napoleonic:1051,normalUser,Modern Warfare:1069,the_sultan,2021-01-22 19:21:23.719,Ancient:1050,normalUser,Racing:1031,ingnorx
Zombies:2481,normalUser,Novel-Based:1093,justasiam,2021-01-22 19:21:48.926,Animals:1089,normalUser,Humor:1079,chrishoover1
Fighting:1046,normalUser,Number:1098,ethan_snap,2021-01-22 19:21:46.451,Animals:1089,normalUser,Humor:1079,chrishoover1
Napoleonic:1051,normalUser,Aviation/Flight:2650,identitycrisis1917,2021-01-22 19:21:33.097,Economic:1021,normalUser,Real-time:1037,geetarplar
Dice:1017,normalUser,Modern Warfare:1069,ol sleepy,2021-01-22 19:21:18.229,Modern Warfare:1069,normalUser,World War II: 1049,susubear
World War II: 1049,normalUser,Party Game:1030,reaverxp,2021-01-22 19:21:16.413,Racing:1031,normalUser,Aviation/Flight:2650,mimoet
Trains:1034,normalUser,Puzzle:1028,peterchayward,2021-01-22 19:21:25.963,Abstact Strategy:1009,normalUser,Memory:1045,semriwing
Negotiation:1026,normalUser,Napoleonic:1051,kadjar82,2021-01-22 19:21:13.044,Action/Dexterity:1032,normalUser,Travel:1097,cassandrag
Travel:1097,normalUser,Zombies:2481,givenlife,2021-01-22 19:21:39.786,Science Fiction:1016,normalUser,Napoleonic:1051,freq47
Humor:1079,normalUser,Economic:1021,sonp,2021-01-22 19:21:35.533,Fantasy:1010,normalUser,Number:1098,yannick69
Racing:1031,normalUser,Napoleonic:1051,bobert0489,2021-01-22 19:21:10.058,Fantasy:1010,normalUser,Number:1098,yannick69
Book:1117,normalUser,Humor:1079,eiska,2021-01-22 19:21:34.367,Medical:2145,normalUser,Trains:1034,prevail90
Abstact Strategy:1009,normalUser,Word-game:1025,diplvwrg1,2021-01-22 19:21:13.031,Movies/TV/Radio Theme:1064,influencer,Travel:1097,tribodon
Collectible Components:1044,normalUser,Action/Dexterity:1032,retroin,2021-01-22 19:21:51.194,Movies/TV/Radio Theme:1064,normalUser,Travel:1097,velerad
Educational:1094,normalUser,Science Fiction:1016,prze,2021-01-22 19:21:08.555,Science Fiction:1016,influencer,Memory:1045,mcrooke
Educational:1094,normalUser,Sports:1038,chenchin,2021-01-22 19:21:18.465,Science Fiction:1016,influencer,Book:1117,wpef
Zombies:2481,normalUser,Puzzle:1028,kiwista,2021-01-22 19:21:05.837,Book:1117,normalUser,Spies/Secret Agents:1081,endecay
Territory Building:1086,normalUser,Deduction:1039,hydwophobe,2021-01-22 19:21:21.933,Video Game Theme:1101,normalUser,Party Game:1030,t00l
Humor:1079,normalUser,Science Fiction:1016,tofuburrito,2021-01-22 19:21:05.494,Abstact Strategy:1009,normalUser,Real-time:1037,n349
Real-time:1037,influencer,Science Fiction:1016,nooj03,2021-01-22 19:21:10.201,Dice:1017,normalUser,Trains:1034,blauz
Territory Building:1086,normalUser,Puzzle:1028,pikappa88,2021-01-22 19:21:30.222,Territory Building:1086,normalUser,Medieval:1035,bigtplaysgames
Real-time:1037,normalUser,Number:1098,unfathomable,2021-01-22 19:21:20.023,Economic:1021,normalUser,Puzzle:1028,valentine2530
Puzzle:1028,normalUser,Racing:1031,georgech7713,2021-01-22 19:20:59.866,Economic:1021,normalUser,Puzzle:1028,valentine2530
Animals:1089,influencer,Negotiation:1026,fperezgon,2021-01-22 19:21:36.174,Zombies:2481,normalUser,Word-game:1025,anewton03
Negotiation:1026,normalUser,Napoleonic:1051,eindhar,2021-01-22 19:21:03.969,Science Fiction:1016,normalUser,Medieval:1035,claptonist
Real-time:1037,normalUser,Territory Building:1086,darth binks,2021-01-22 19:21:17.869,Novel-Based:1093,normalUser,Movies/TV/Radio Theme:1064,joao104
Print & Play:1120,normalUser,Spies/Secret Agents:1081,runlight,2021-01-22 19:21:00.564,Zombies:2481,normalUser,Aviation/Flight:2650,thehunter
Territory Building:1086,normalUser,Collectible Components:1044,lanejustin,2021-01-22 19:21:20.831,Exploration:1020,normalUser,Medical:2145,ehhill
Print & Play:1120,normalUser,Ancient:1050,perverseimp,2021-01-22 19:21:51.449,Travel:1097,normalUser,Adventure:1022,813061
Word-game:1025,normalUser,Book:1117,whallywhale77,2021-01-22 19:21:34.259,Educational:1094,normalUser,Travel:1097,jos34p
Sports:1038,normalUser,Collectible Components:1044,sighter,2021-01-22 19:21:36.879,Science Fiction:1016,normalUser,Modern Warfare:1069,sasmo12
Humor:1079,influencer,Educational:1094,transalcolico,2021-01-22 19:21:27.673,Number:1098,normalUser,Racing:1031,franklinzee
Spies/Secret Agents:1081,normalUser,Fantasy:1010,hectorjoselo,2021-01-22 19:21:22.571,Fighting:1046,normalUser,Movies/TV/Radio Theme:1064,markkied
Exploration:1020,normalUser,Children's Game:1041,papuxo,2021-01-22 19:21:14.086,Adventure:1022,normalUser,Medieval:1035,freya85
Economic:1021,normalUser,Fantasy:1010,liptun,2021-01-22 19:21:14.749,Ancient:1050,normalUser,Card Game:1002,cutterbeck
Negotiation:1026,normalUser,Spies/Secret Agents:1081,thatonedude02,2021-01-22 19:21:41.339,Transportation:1011,normalUser,Napoleonic:1051,dan3141
Aviation/Flight:2650,normalUser,Number:1098,droboardz,2021-01-22 19:21:20.659,Video Game Theme:1101,normalUser,Word-game:1025,dreamfinder17
Spies/Secret Agents:1081,normalUser,Territory Building:1086,patwol,2021-01-22 19:21:44.034,Travel:1097,normalUser,Ancient:1050,youness
Number:1098,normalUser,Science Fiction:1016,amazonwitchdoctor,2021-01-22 19:21:52.578,Card Game:1002,influencer,Economic:1021,popevans
Science Fiction:1016,normalUser,Transportation:1011,sir tom,2021-01-22 19:21:39.426,Sports:1038,normalUser,Exploration:1020,petevil
Medical:2145,normalUser,Fighting:1046,hccassie,2021-01-22 19:21:00.239,Sports:1038,normalUser,Exploration:1020,petevil
Medical:2145,normalUser,Deduction:1039,midas30,2021-01-22 19:21:10.161,Travel:1097,normalUser,Party Game:1030,magdeburger
Napoleonic:1051,normalUser,Video Game Theme:1101,poltava09,2021-01-22 19:21:10.539,Fighting:1046,influencer,Exploration:1020,michaellesecond
Exploration:1020,normalUser,Wargame:1019,kadaff,2021-01-22 19:21:18.478,Territory Building:1086,normalUser,Party Game:1030,nlisson
Children's Game:1041,influencer,Territory Building:1086,denev666,2021-01-22 19:21:32.357,Book:1117,normalUser,Movies/TV/Radio Theme:1064,luckyu19
Children's Game:1041,normalUser,Napoleonic:1051,winterhexe,2021-01-22 19:21:30.678,Medical:2145,influencer,Word-game:1025,stereosmiles
Napoleonic:1051,normalUser,Science Fiction:1016,esey,2021-01-22 19:21:00.082,Number:1098,normalUser,Memory:1045,saoriii
Fantasy:1010,normalUser,Travel:1097,baford25,2021-01-22 19:21:22.929,Wargame:1019,normalUser,Abstact Strategy:1009,blueberrybubbly
Trains:1034,normalUser,Fantasy:1010,danyaz,2021-01-22 19:21:49.518,Word-game:1025,normalUser,Aviation/Flight:2650,cr00kedcat
Aviation/Flight:2650,normalUser,Puzzle:1028,jwhisler06,2021-01-22 19:21:07.229,Print & Play:1120,normalUser,Number:1098,fritzinthemist
Territory Building:1086,normalUser,Science Fiction:1016,eara,2021-01-22 19:21:32.804,Medical:2145,normalUser,Territory Building:1086,transduser
Modern Warfare:1069,normalUser,Adventure:1022,terry duggan,2021-01-22 19:21:45.361,Movies/TV/Radio Theme:1064,influencer,Print & Play:1120,leeds55
Negotiation:1026,normalUser,Racing:1031,fazupala,2021-01-22 19:21:19.767,Travel:1097,normalUser,Video Game Theme:1101,abril
Economic:1021,normalUser,Novel-Based:1093,tlboulton,2021-01-22 19:21:40.094,Adventure:1022,normalUser,Action/Dexterity:1032,rainmight
Humor:1079,normalUser,Ancient:1050,lucidius,2021-01-22 19:21:07.79,Spies/Secret Agents:1081,normalUser,Fantasy:1010,em and chris games
Spies/Secret Agents:1081,normalUser,Exploration:1020,queueseven,2021-01-22 19:21:07.361,Dice:1017,normalUser,Transportation:1011,captainsea
Miniatures:1047,normalUser,Humor:1079,summonschy,2021-01-22 19:21:01.286,Movies/TV/Radio Theme:1064,normalUser,Deduction:1039,drsaltbox
Trains:1034,normalUser,Wargame:1019,juliusan,2021-01-22 19:21:08.883,Movies/TV/Radio Theme:1064,normalUser,Children's Game:1041,jesperharder
World War II: 1049,normalUser,Book:1117,geekychickcaryn,2021-01-22 19:21:29.485,Abstact Strategy:1009,normalUser,Collectible Components:1044,dancsok
Dice:1017,normalUser,Book:1117,jerod_trd,2021-01-22 19:21:14.271,Abstact Strategy:1009,normalUser,Collectible Components:1044,dancsok
Racing:1031,influencer,Trains:1034,voidarchmage,2021-01-22 19:21:51.774,Racing:1031,normalUser,Puzzle:1028,brsr
Video Game Theme:1101,normalUser,Number:1098,remlap37,2021-01-22 19:21:03.315,Negotiation:1026,normalUser,Animals:1089,satrapo
Ancient:1050,normalUser,Economic:1021,stankoglavica,2021-01-22 19:21:51.861,Fighting:1046,influencer,Children's Game:1041,mcdoffer
Travel:1097,influencer,Murder/Mystery:1040,davidking2706,2021-01-22 19:21:08.777,Real-time:1037,normalUser,Trains:1034,nuchosya
Science Fiction:1016,normalUser,Ancient:1050,doctorsmoke,2021-01-22 19:21:13.519,Racing:1031,normalUser,Sports:1038,matix_bgg
Educational:1094,normalUser,Dice:1017,projektaquarius,2021-01-22 19:21:13.108,Novel-Based:1093,normalUser,Fighting:1046,ssalko2
Ancient:1050,normalUser,Educational:1094,clockwork design,2021-01-22 19:21:23.767,Miniatures:1047,normalUser,Travel:1097,schoolmarm5
Fighting:1046,normalUser,Word-game:1025,jwcolo,2021-01-22 19:21:27.574,Humor:1079,normalUser,Negotiation:1026,lazarwolfe
Novel-Based:1093,influencer,Fighting:1046,goschumi1986,2021-01-22 19:21:46.652,Transportation:1011,normalUser,Medieval:1035,brewerseth
Bluffing:1023,normalUser,Aviation/Flight:2650,deny_conformity,2021-01-22 19:21:13.712,Puzzle:1028,influencer,Puzzle:1028,kazimov
Territory Building:1086,normalUser,Puzzle:1028,hansi11,2021-01-22 19:21:41.094,Fantasy:1010,moderator,Aviation/Flight:2650,allmend
Movies/TV/Radio Theme:1064,normalUser,Exploration:1020,cobonaut,2021-01-22 19:21:24.185,Fighting:1046,normalUser,Puzzle:1028,gemakie
Economic:1021,normalUser,Educational:1094,sonlen4mvp,2021-01-22 19:21:46.203,Racing:1031,normalUser,Wargame:1019,suntzu31
Economic:1021,normalUser,Memory:1045,mango80,2021-01-22 19:21:23.123,Humor:1079,influencer,Animals:1089,hugh_mongoose
Card Game:1002,normalUser,Modern Warfare:1069,revi13,2021-01-22 19:21:30.822,Collectible Components:1044,normalUser,Card Game:1002,redkat420
Action/Dexterity:1032,normalUser,Memory:1045,collas,2021-01-22 19:21:10.874,Fantasy:1010,normalUser,Deduction:1039,xeinos05
Sports:1038,normalUser,Puzzle:1028,philpill,2021-01-22 19:21:31.604,Animals:1089,normalUser,Memory:1045,khrys
Economic:1021,normalUser,Word-game:1025,yenaphe,2021-01-22 19:21:45.09,Bluffing:1023,normalUser,Book:1117,claudiomaia
Science Fiction:1016,normalUser,Animals:1089,alfrepon,2021-01-22 19:21:16.347,Sports:1038,normalUser,Video Game Theme:1101,aaronernst
Print & Play:1120,influencer,Movies/TV/Radio Theme:1064,jake_theripper,2021-01-22 19:21:02.97,Action/Dexterity:1032,normalUser,Racing:1031,fthj2
Number:1098,normalUser,Negotiation:1026,joseandres02gr,2021-01-22 19:21:23.148,Aviation/Flight:2650,normalUser,Spies/Secret Agents:1081,albertk
Medieval:1035,normalUser,Abstact Strategy:1009,kaijuotaku,2021-01-22 19:21:12.179,Fantasy:1010,influencer,Dice:1017,hossman
Collectible Components:1044,normalUser,Card Game:1002,hurtbotpegasus9,2021-01-22 19:21:07.476,Transportation:1011,normalUser,Humor:1079,haoyong
Bluffing:1023,normalUser,Movies/TV/Radio Theme:1064,blackspaven,2021-01-22 19:21:19.226,Deduction:1039,normalUser,Modern Warfare:1069,pjabarrett
Travel:1097,normalUser,Party Game:1030,adaminator,2021-01-22 19:21:05.652,Real-time:1037,influencer,Exploration:1020,gnodax
Adventure:1022,normalUser,Puzzle:1028,tobias_h,2021-01-22 19:21:17.533,Party Game:1030,normalUser,Napoleonic:1051,lie0909
Puzzle:1028,influencer,Travel:1097,phernando,2021-01-22 19:21:41.302,Negotiation:1026,normalUser,Book:1117,uhc1130
Puzzle:1028,normalUser,Aviation/Flight:2650,mgandt,2021-01-22 19:21:25.4,Economic:1021,normalUser,Miniatures:1047,lifeonlythis
Word-game:1025,normalUser,Children's Game:1041,joeypickle,2021-01-22 19:21:26.929,Novel-Based:1093,normalUser,Number:1098,nitram94
Humor:1079,normalUser,Puzzle:1028,ben drain,2021-01-22 19:21:14.543,Educational:1094,normalUser,Action/Dexterity:1032,blarggg
Medieval:1035,normalUser,World War II: 1049,pat1k,2021-01-22 19:21:19.33,Wargame:1019,normalUser,Puzzle:1028,aville
Medical:2145,normalUser,Fighting:1046,faydogdsp,2021-01-22 19:21:15.754,Card Game:1002,normalUser,Zombies:2481,rybaq88
Adventure:1022,normalUser,World War II: 1049,theras2000,2021-01-22 19:21:36.666,Word-game:1025,normalUser,Wargame:1019,perikles42
Murder/Mystery:1040,normalUser,Miniatures:1047,aketharus,2021-01-22 19:21:07.202,Sports:1038,normalUser,Book:1117,yuleshun
Action/Dexterity:1032,normalUser,Real-time:1037,alibarbaer333,2021-01-22 19:21:08.543,Spies/Secret Agents:1081,normalUser,Wargame:1019,rzrbck
Sports:1038,influencer,Fighting:1046,joantretze,2021-01-22 19:21:23.942,Bluffing:1023,normalUser,Video Game Theme:1101,1337_glue
Medical:2145,normalUser,Territory Building:1086,transduser,2021-01-22 19:21:43.884,Abstact Strategy:1009,normalUser,Dice:1017,tony ox
Murder/Mystery:1040,normalUser,Racing:1031,teekismcgeekis,2021-01-22 19:21:24.816,Bluffing:1023,influencer,Transportation:1011,on my way to heaven
Racing:1031,normalUser,Transportation:1011,tamunsil,2021-01-22 19:21:51.01,Real-time:1037,normalUser,Party Game:1030,zaraki kempachi
Action/Dexterity:1032,normalUser,Science Fiction:1016,shakespear,2021-01-22 19:21:30.209,Murder/Mystery:1040,influencer,Bluffing:1023,highwaycat
Movies/TV/Radio Theme:1064,normalUser,Modern Warfare:1069,creed223002,2021-01-22 19:21:50.438,Action/Dexterity:1032,normalUser,Bluffing:1023,clippersfanbob
Puzzle:1028,normalUser,Transportation:1011,leandro_almeida,2021-01-22 19:21:48.302,Dice:1017,normalUser,Number:1098,gigacrusher
Print & Play:1120,influencer,Medieval:1035,warriorleon,2021-01-22 19:21:52.539,Word-game:1025,influencer,Miniatures:1047,modron20
Science Fiction:1016,normalUser,Ancient:1050,doctorsmoke,2021-01-22 19:21:48.448,Puzzle:1028,normalUser,Educational:1094,pathosis
Medieval:1035,normalUser,Number:1098,jglo4,2021-01-22 19:21:00.974,Puzzle:1028,normalUser,Educational:1094,pathosis
Word-game:1025,influencer,Card Game:1002,nijnja,2021-01-22 19:21:44.752,Memory:1045,normalUser,Dice:1017,filecore
Travel:1097,normalUser,Action/Dexterity:1032,xanderbenioff,2021-01-22 19:21:11.75,Movies/TV/Radio Theme:1064,influencer,Bluffing:1023,egosumgoofy
Trains:1034,normalUser,Dice:1017,ytinirt,2021-01-22 19:21:35.007,Medical:2145,influencer,Negotiation:1026,fingerlicker
Murder/Mystery:1040,normalUser,Action/Dexterity:1032,deadmorose,2021-01-22 19:21:13.891,Children's Game:1041,normalUser,Medical:2145,telimartin
Miniatures:1047,normalUser,Medical:2145,stgpinback,2021-01-22 19:21:52.641,Fighting:1046,normalUser,Murder/Mystery:1040,chris miles
Movies/TV/Radio Theme:1064,moderator,Deduction:1039,strahl3mann,2021-01-22 19:21:46.4,Abstact Strategy:1009,influencer,Exploration:1020,mztikalace
Fantasy:1010,normalUser,Medieval:1035,john14384,2021-01-22 19:21:00.991,Napoleonic:1051,normalUser,Collectible Components:1044,agentj73
Medieval:1035,normalUser,Memory:1045,szarma,2021-01-22 19:21:48.142,Racing:1031,normalUser,Science Fiction:1016,jrothenberger
Deduction:1039,normalUser,Fighting:1046,bronno,2021-01-22 19:21:36.42,Wargame:1019,normalUser,Travel:1097,allensh
Trains:1034,influencer,Deduction:1039,buzard,2021-01-22 19:21:50.335,Medieval:1035,normalUser,Deduction:1039,owlbearbob
Humor:1079,normalUser,Fantasy:1010,anthok,2021-01-22 19:21:50.347,Party Game:1030,normalUser,Children's Game:1041,barberik
Children's Game:1041,influencer,Puzzle:1028,ourmrmajestyk,2021-01-22 19:21:49.687,World War II: 1049,normalUser,Negotiation:1026,zognar
Real-time:1037,normalUser,Racing:1031,sanyxd,2021-01-22 19:21:23.638,Science Fiction:1016,normalUser,Sports:1038,burningleaf
Trains:1034,normalUser,Print & Play:1120,bonafaux10,2021-01-22 19:21:09.603,Fighting:1046,normalUser,Book:1117,ailj89
Adventure:1022,normalUser,Book:1117,sdaddino,2021-01-22 19:21:39.229,Animals:1089,normalUser,Medieval:1035,stegmut
Print & Play:1120,normalUser,Medical:2145,akadiablo13,2021-01-22 19:21:11.538,Novel-Based:1093,normalUser,Sports:1038,lilou84x
Medical:2145,normalUser,Travel:1097,konksmash13,2021-01-22 19:21:33.001,Fantasy:1010,normalUser,Action/Dexterity:1032,meagerr
Spies/Secret Agents:1081,normalUser,Medical:2145,chicagojoseph,2021-01-22 19:21:17.585,Medieval:1035,normalUser,Zombies:2481,tetsuo2200
Dice:1017,normalUser,Movies/TV/Radio Theme:1064,kodbigmatt,2021-01-22 19:21:37.023,Trains:1034,normalUser,Territory Building:1086,blendwerk
