name,category_1,category_2
Girocolor,Puzzle:1028,null
Seven Families,Card Game:1002,null
Xaga: Das Stadtspiel,City Building:1029,Educational:1094
Charge at the Alamo,Fighting:1046,Print & Play:1120
Step by Step,Card Game:1002,null
Monopoly: Super Bowl XXXII,Economic:1021,Negotiation:1026
Dark Age Infantry Slog,Medieval:1035,Miniatures:1047
Parasite!,Fighting:1046,Miniatures:1047
Run the Guns,American Civil War:1048,Fighting:1046
Cavalier & Roundhead,Fighting:1046,Miniatures:1047
Landsknecht & Reiter,Fighting:1046,Miniatures:1047
Vectis,Napoleonic:1051,Print & Play:1120
Granopoly,Economic:1021,null
Microwars V-1.0,Adventure:1022,Miniatures:1047
Shrek 3-D Memory Match-Up,Children's Game:1041,Memory:1045
Super Force Seven,Comic Book / Strip:1116,Fighting:1046
Carcassonne Big Box,City Building:1029,Medieval:1035
Gemblo Red Stone,Abstract Strategy:1009,null
Gregs Tagebuch: 10 Sekunden Balla Balla,Action / Dexterity:1032,Novel-based:1093
I should have known that!,Trivia:1027,null
World War II: Tank Combat,Miniatures:1047,Wargame:1019
Discover Iowa,Educational:1094,null
Lazo,Abstract Strategy:1009,null
Fields of Battle: Primitive Combat,Abstract Strategy:1009,Card Game:1002
Remagen 1945,Print & Play:1120,Wargame:1019
Pacific 1942 Admiral,Wargame:1019,World War II:1049
Deer Hunter 2050,Animals:1089,Fighting:1046
Zombie Attack,Exploration:1020,Horror:1024
The Chat-Up Board Game,Collectible Components:1044,Mature / Adult:1118
Nightmare Before Christmas Party Game,Movies / TV / Radio theme:1064,Party Game:1030
Snipkick,Action / Dexterity:1032,Sports:1038
Die drei ???: Das Geheimnis der Geisterinsel,Adventure:1022,Movies / TV / Radio theme:1064
Williamsburg 1862,American Civil War:1048,Wargame:1019
Monkey Madness,Action / Dexterity:1032,Children's Game:1041
Wordbattle,Dice:1017,Word Game:1025
"Rich Man, Poor Man, Beggarman, Thief",Dice:1017,Economic:1021
Plasma Duel,Action / Dexterity:1032,Fighting:1046
Wallace's War,Medieval:1035,Wargame:1019
"Cuckoo, A Society Game",Card Game:1002,null
Princess & The Pea,Children's Game:1041,Novel-based:1093
En-Ar-Co Automobile Tour,Racing:1031,null
Fast Car,Racing:1031,null
Gee Wiz Racing Game,Racing:1031,null
Hexapawn,Abstract Strategy:1009,Educational:1094
Business India,Economic:1021,null
Den ofrivillige spelaren,Economic:1021,null
Femetta,Card Game:1002,null
Grand Slam,Card Game:1002,null
Le Lys et la Cocarde,Napoleonic:1051,Political:1001
Thorgal Kolekcjonerska Gra Karciana,Card Game:1002,Collectible Components:1044
Home Team Baseball Game,Sports:1038,null
Handbook of American Indian Games,Book:1117,null
Start Business,Economic:1021,null
Drop-Xianqi,Abstract Strategy:1009,null
The Little Engine That Could,Educational:1094,Novel-based:1093
Legends of Time and Space: Oasis,Adventure:1022,Science Fiction:1016
"Who, What, Where?",Deduction:1039,Humor:1079
Goppa: The Game That Moves In Leaps & Bounds,Abstract Strategy:1009,Racing:1031
Tri-Chinese Checkers,Abstract Strategy:1009,Racing:1031
NBAopoly,Economic:1021,Negotiation:1026
Fire Storm in Adlore Valley,Print & Play:1120,null
Island Embassy,Political:1001,Print & Play:1120
Mein erstes Naturspiel: Woher kommt mein Essen?,Educational:1094,null
Skate Cat,Action / Dexterity:1032,Children's Game:1041
Garten Kunterbunt,Action / Dexterity:1032,Children's Game:1041
Bursa,Economic:1021,Educational:1094
Monopoly: Planet Earth,Economic:1021,Movies / TV / Radio theme:1064
"Look, Sarge, No Charts: WWII – Innovative Rules for Battalion-Level World War Two Miniatures Gaming",Miniatures:1047,Wargame:1019
Epic Naval Battles,Miniatures:1047,Nautical:1008
Uncle Duke's Napoleonette,Miniatures:1047,Napoleonic:1051
John Company and the Conquest of India,Book:1117,Miniatures:1047
Boilers and Breechloaders,Miniatures:1047,Nautical:1008
Once Upon a Time in the Western Peninsula,Miniatures:1047,Napoleonic:1051
General de Brigade: Guns at Gettysburg,American Civil War:1048,Book:1117
TOP GEAR: The Car's The Star,Movies / TV / Radio theme:1064,null
Open Season,Sports:1038,null
Liskosafari,Animals:1089,Dice:1017
Kaktus,null,null
Bafel,Abstract Strategy:1009,Math:1104
Thunderbolt,Aviation / Flight:2650,Card Game:1002
Sopwith,Dice:1017,World War I:1065
Nice Weather,Economic:1021,Environmental:1084
To Boldly Go,Card Game:1002,Movies / TV / Radio theme:1064
Stalingrad 1942-43,Wargame:1019,World War II:1049
Protecting the Skies,Aviation / Flight:2650,Modern Warfare:1069
Invasions of the Horse People,Card Game:1002,Medieval:1035
Warring States Period,Ancient:1050,Card Game:1002
Iran-Iraq War,Card Game:1002,Modern Warfare:1069
Wonder Woman,Card Game:1002,Comic Book / Strip:1116
Jedi Warp Duel,Card Game:1002,Fighting:1046
Mobile Infantry,Print & Play:1120,Science Fiction:1016
Kill Rasputin,Card Game:1002,Print & Play:1120
"Tron, The Card Game",Movies / TV / Radio theme:1064,Print & Play:1120
Mad Scientists,Fighting:1046,Science Fiction:1016
Rockets & Rayguns Strategic,Comic Book / Strip:1116,Movies / TV / Radio theme:1064
Hong Kong Phooey,Card Game:1002,Movies / TV / Radio theme:1064
Rockets & Rayguns Operational,Comic Book / Strip:1116,Movies / TV / Radio theme:1064
Miami Beach,Card Game:1002,City Building:1029
Kill Gwen Stacy,Card Game:1002,Comic Book / Strip:1116
My City,City Building:1029,Print & Play:1120
Piratical,Pirates:1090,null
Master & Commander,Fighting:1046,Napoleonic:1051
Neolithic Traders,Card Game:1002,Prehistoric:1036
Pixie Wars,Card Game:1002,Fantasy:1010
Traveler Traders,Card Game:1002,Economic:1021
Quest for the Pirate Chest,Nautical:1008,Pirates:1090
Super Dice,Comic Book / Strip:1116,Dice:1017
Santa's Workshop,Card Game:1002,Industry / Manufacturing:1088
Warp Hammer,Card Game:1002,Fantasy:1010
Space Swarm,Fighting:1046,Science Fiction:1016
Wolf Pack,Card Game:1002,Nautical:1008
Victory at Stalingrad,Card Game:1002,Print & Play:1120
Kings of Hyboria,Fantasy:1010,Fighting:1046
Twelve Brothers,Card Game:1002,Fantasy:1010
Knights & Castles,Card Game:1002,Economic:1021
Kung Fusion,Card Game:1002,Fighting:1046
Naval Engagement,Card Game:1002,Nautical:1008
Ready Aim Fire,Card Game:1002,Fighting:1046
Magic Knight Rayearth,Card Game:1002,Comic Book / Strip:1116
Harry Potters First Year Adventure,Children's Game:1041,Fantasy:1010
Micronauts: The Game,Miniatures:1047,Nautical:1008
Portland-Cityopoly,Economic:1021,null
Salem's All-American Street Game,Maze:1059,null
Hitchhiker's Quest for the Galaxy,Movies / TV / Radio theme:1064,Novel-based:1093
Heroes & Hordes II,Card Game:1002,Fantasy:1010
Heroes & Hordes,Card Game:1002,Fantasy:1010
Imperial Ambitions,Science Fiction:1016,Wargame:1019
Black Metal: The Board Game,Religious:1115,null
Infected,Action / Dexterity:1032,Party Game:1030
C'est la vie!,Educational:1094,Trivia:1027
Pacification of the Middle East,Card Game:1002,Modern Warfare:1069
Pearl Harbor,Card Game:1002,World War II:1049
Pomerium,Ancient:1050,Fighting:1046
Remember the Alamo,American West:1055,Card Game:1002
Familje Geni,Dice:1017,Trivia:1027
Maxi Tam,Action / Dexterity:1032,null
Go Foot,Action / Dexterity:1032,null
Pass Ferme,Action / Dexterity:1032,null
Mobsters,Card Game:1002,Economic:1021
Moskito Coast,Economic:1021,Transportation:1011
Big Fat Lies,Trivia:1027,null
Napoleonic Solitaire,Card Game:1002,Fighting:1046
Noir,Card Game:1002,Movies / TV / Radio theme:1064
"Cuéntame cómo pasó, Trivia",Party Game:1030,Trivia:1027
Karé Dément,Abstract Strategy:1009,null
Ring War,Card Game:1002,Fantasy:1010
Privateers,Card Game:1002,Fighting:1046
Cell,Card Game:1002,City Building:1029
Zoom! in on French,Educational:1094,Word Game:1025
Playoff Tennis,Sports:1038,null
Het Babbelpadden-picknick-puzzel spel,Animals:1089,Children's Game:1041
The Amazing Science Fiction and Horror Trivia Game,Fantasy:1010,Horror:1024
Innervision,Trivia:1027,null
Unbreakable,Print & Play:1120,Science Fiction:1016
Launch Fighters!,Aviation / Flight:2650,Print & Play:1120
Yucky Stuff card game,Bluffing:1023,Card Game:1002
Ripley's Believe It or Not! Did You Know? Quiz Cards,Card Game:1002,Trivia:1027
JUMP,Card Game:1002,Racing:1031
Fire Away,Print & Play:1120,Wargame:1019
MAreenz,Print & Play:1120,Science Fiction:1016
Nova Glory,Science Fiction:1016,null
"La Bataille de la Bouteille, Champagne 1915",Print & Play:1120,Wargame:1019
Tempo,Card Game:1002,null
DICE Baseball,Dice:1017,Sports:1038
GEO,Abstract Strategy:1009,Print & Play:1120
Lex-O-Grams,Word Game:1025,null
Hanga-Tanga,Abstract Strategy:1009,Dice:1017
How Not To Be Seen,Dice:1017,null
Sinyavino 1942,Print & Play:1120,Wargame:1019
Yami,Card Game:1002,null
Gargoyles the Movie Game,Fantasy:1010,null
Warcosm,Dice:1017,Miniatures:1047
Bitwa na Morzu Wiatrów,Nautical:1008,Renaissance:1070
Office Dodger,Bluffing:1023,Card Game:1002
Super Heat Surf Card Game,Card Game:1002,Sports:1038
Dig & Play Treasure Island,Action / Dexterity:1032,Children's Game:1041
Zahlen Ritter: Spiel um Burgen und Punkte,Medieval:1035,Memory:1045
Tetrade,Abstract Strategy:1009,null
Quarks,Abstract Strategy:1009,null
Sixon,Abstract Strategy:1009,null
Triade,Abstract Strategy:1009,null
Het Finlandspel,Travel:1097,null
Het Groot Van Dale Spel der Nederlandse Taal,Educational:1094,Trivia:1027
Jok-Lob,Sports:1038,null
Smart Girls Trivia,Card Game:1002,Trivia:1027
Great War at Sea: U.S. Navy Plan Crimson,Nautical:1008,Print & Play:1120
Ambush Z: An Ambush Alley Stand-Alone Game,Miniatures:1047,Modern Warfare:1069
QUEST for the Wish-fulfulling Gems,Educational:1094,null
Spunky Monkeys Game,Animals:1089,Children's Game:1041
Melt,Abstract Strategy:1009,null
Up & add'em!,Abstract Strategy:1009,Number:1098
Familys,Card Game:1002,Number:1098
Lónegan,Bluffing:1023,Party Game:1030
Vegas Vacation,Travel:1097,null
Speed Rally,Miniatures:1047,Racing:1031
Monopoly: Sephora,Economic:1021,Negotiation:1026
Łubudu Goblinowo,Card Game:1002,Fantasy:1010
Gladiators of Rome,Ancient:1050,Wargame:1019
Medieval Manor,City Building:1029,Farming:1013
The Great Potlatch,Card Game:1002,null
Full On World Soccer,Sports:1038,null
Python-opoly,Economic:1021,Humor:1079
Barn-geni!,Trivia:1027,null
Bamse Kvartettspel,Card Game:1002,Memory:1045
Mini eller maxi,Party Game:1030,null
Ski Sprung Spiel,Sports:1038,null
Chancellors,Card Game:1002,null
Jerusalem,null,null
Wedlock,Abstract Strategy:1009,null
Wyoming Cowboy,American West:1055,Card Game:1002
Kopf an Kopf,Card Game:1002,Racing:1031
Spartacus: The Game,Ancient:1050,null
Hardtack: American Civil War Rules,American Civil War:1048,Book:1117
Conhecendo a Bíblia,Ancient:1050,Educational:1094
Campaign In A Day,Abstract Strategy:1009,Ancient:1050
Monster Allergy Trading Card Game,Card Game:1002,Collectible Components:1044
Letter,Word Game:1025,null
Luckie Strike,Action / Dexterity:1032,Card Game:1002
The Cat in the Sack,Action / Dexterity:1032,null
Mel Allen's Baseball Game,Electronic:1072,Sports:1038
WWF Superstars Card Game,Card Game:1002,Sports:1038
Fair Shake,Bluffing:1023,Card Game:1002
Trail of 98,Card Game:1002,Travel:1097
LOOKEE,Word Game:1025,null
Reed's Game of Base Ball,Action / Dexterity:1032,Sports:1038
Fourthought,Abstract Strategy:1009,Educational:1094
Klapse,Dice:1017,Humor:1079
Volley,Action / Dexterity:1032,Sports:1038
Freddy Frog,Children's Game:1041,null
Pearl Fisher,Abstract Strategy:1009,Memory:1045
Lahemay waladat,Abstract Strategy:1009,null
Lamlameta,Abstract Strategy:1009,null
Layli goobalay,Abstract Strategy:1009,null
Luuth,Abstract Strategy:1009,null
Mandoli,Abstract Strategy:1009,null
Mangala,Abstract Strategy:1009,null
Mangola,Abstract Strategy:1009,null
DracoKrak Chess,Abstract Strategy:1009,Fantasy:1010
Zigoto,Card Game:1002,Educational:1094
The Modern Orchestra Game,Card Game:1002,null
High School Musical 3 CD Board Game,Movies / TV / Radio theme:1064,Music:1054
Fairy-opoly,Children's Game:1041,Fantasy:1010
Fairy Finds Game,Fantasy:1010,null
Summer Heights High,Humor:1079,Mature / Adult:1118
Ombagassische Würfelmagie,Abstract Strategy:1009,Dice:1017
Små kloka barn på bokstavsjakt,Children's Game:1041,Word Game:1025
Sulawesi,Economic:1021,Environmental:1084
Jet Set,Card Game:1002,null
Paul Koenig's D-Day: The British Beaches,Wargame:1019,World War II:1049
American Kennel Club DVD Board Game,Action / Dexterity:1032,Animals:1089
Scene It? To Go!: 80s Music,Electronic:1072,Movies / TV / Radio theme:1064
Dogfight @ Alam Halfa,Wargame:1019,World War II:1049
"DVD Spel Van Het Jaar, start-editie",Trivia:1027,null
Gufuushogi,Abstract Strategy:1009,null
Murder Mystery Evening: The Curse of the Mummy,Deduction:1039,Murder/Mystery:1040
Murder Mystery Evening: Dead on Time,Deduction:1039,Murder/Mystery:1040
Murder Mystery Evening: The Shotgun Affair,Deduction:1039,Murder/Mystery:1040
Amoeba,Abstract Strategy:1009,null
Zbuduj swój Kaczogród,Card Game:1002,City Building:1029
Glich,null,null
Dueling Runes,Card Game:1002,Fantasy:1010
Have A Word,Word Game:1025,null
Fifth Challenge,Card Game:1002,Fantasy:1010
Illico Presto,Party Game:1030,Trivia:1027
Toboggan,Action / Dexterity:1032,Children's Game:1041
Hexenkraut und Spinnenbein,Children's Game:1041,Dice:1017
Shadrack,Abstract Strategy:1009,null
Mecha Duel,Card Game:1002,Print & Play:1120
The Glory that Was Vol. I: Greece. Episode I – Tanagra,Ancient:1050,Print & Play:1120
The Glory that Was Vol. I: Greece. Episode II – Cadmea,Ancient:1050,Print & Play:1120
The Siege of Alesia,Ancient:1050,Print & Play:1120
Historia Romana,Ancient:1050,Print & Play:1120
Chain Reaction 3.0: Swordplay,Ancient:1050,Dice:1017
Matk Loomariigis,Animals:1089,Children's Game:1041
Knock Out,Sports:1038,null
De Onde as coisas vem,Children's Game:1041,Deduction:1039
Diplomats,Abstract Strategy:1009,null
VOLUNTEERS!,Economic:1021,Educational:1094
4th Street Hockey,Card Game:1002,Dice:1017
Rat on the Road,Movies / TV / Radio theme:1064,null
King Leonardo Bongo Race,Children's Game:1041,Movies / TV / Radio theme:1064
Tira-Teima,Sports:1038,Trivia:1027
Life of the Party,Humor:1079,null
The Long Green,Racing:1031,Sports:1038
Louisiana Purchase,Card Game:1002,Political:1001
Lunar Landing Game,Children's Game:1041,Space Exploration:1113
Mind over Matter,Humor:1079,null
Ocean to Ocean Flight Game,Aviation / Flight:2650,Transportation:1011
"Ozark Ike's complete 3 game set: Baseball, Golf, Basketball",Children's Game:1041,Sports:1038
Walt Disney's Pinocchio Game,Children's Game:1041,Movies / TV / Radio theme:1064
Sahara Patrol,Children's Game:1041,Fighting:1046
Ultimate Spider-Man: Spiderman contra el mal,Comic Book / Strip:1116,null
Laura geht in die Schule,Children's Game:1041,Educational:1094
Meine liebsten Haustiere,Animals:1089,Trivia:1027
Sverige Frågespel Junior,Children's Game:1041,Party Game:1030
Kitimat Adventures,Educational:1094,Trivia:1027
Kleiner Rabe kennt die Wege,Children's Game:1041,Novel-based:1093
Kleiner Rabe hat Geburtstag,Children's Game:1041,Educational:1094
Kleiner Rabe als großer Pirat,Children's Game:1041,Memory:1045
Kleiner Rabe kann das ABC,Children's Game:1041,Educational:1094
Gronewold Demolition,Industry / Manufacturing:1088,null
Are You Not Entertained?,Ancient:1050,Dice:1017
Familia Gladiatoria,Ancient:1050,Dice:1017
Glory in the Arena,Ancient:1050,Dice:1017
Arena Magica,Fantasy:1010,Print & Play:1120
Bet Royal,Memory:1045,null
Feathering Nests,Card Game:1002,Humor:1079
Funway Park,Children's Game:1041,Educational:1094
Herobits,Card Game:1002,Fighting:1046
Rundherum,Children's Game:1041,null
Schatzjagd,null,null
Schloßgeheimnis,Children's Game:1041,null
Song of Fur and Buttons,Fantasy:1010,Miniatures:1047
Conduct Games,Children's Game:1041,Educational:1094
Happy Holiday,Children's Game:1041,null
Combat,Children's Game:1041,null
Sea Hunt,Children's Game:1041,null
Zoo,Children's Game:1041,null
Night Grain,Abstract Strategy:1009,Print & Play:1120
Wild Lapland Adventure Game,Travel:1097,Trivia:1027
AGE: The Amazing Goal Era,Card Game:1002,Collectible Components:1044
Tollroad Turnpike,Children's Game:1041,Educational:1094
Ben 10 Alien Force Trading Card Game,Card Game:1002,null
The Mole's Garden,Animals:1089,Children's Game:1041
Perpetual Commotion: 2-Player,Card Game:1002,Real-time:1037
Roll-UM Baseball,Sports:1038,null
Oubliette,Fantasy:1010,Maze:1059
On a Roll,Dice:1017,null
Check 4,Abstract Strategy:1009,null
Veturi,Card Game:1002,Children's Game:1041
Monopoly of Three Kingdoms,Dice:1017,null
Ampumahiihtopeli,Sports:1038,null
Calculae,Card Game:1002,Children's Game:1041
Vinspelet,Trivia:1027,null
Suunnistuspeli,Educational:1094,Sports:1038
Tatü-Tata Das Krankenwagenspiel,Children's Game:1041,Memory:1045
Das Labyrinth des Minotaurus,Ancient:1050,Maze:1059
Tatü-Tata Das Feuerwehrspiel,Children's Game:1041,Memory:1045
Pitch-em-Winks The Table Horse Shoe Game,Action / Dexterity:1032,null
Tatü-Tata: Das Polizeispiel,Children's Game:1041,Deduction:1039
Klex-Klax: Das farbige Würfelspiel,Children's Game:1041,Movies / TV / Radio theme:1064
Husch-Husch,Animals:1089,Children's Game:1041
GoblinFever,Card Game:1002,Fantasy:1010
Golliwog Ring Game,Action / Dexterity:1032,null
Erasta Eestimaist,Dice:1017,Economic:1021
Golliwogg A Round Game,Card Game:1002,Children's Game:1041
Lift,Abstract Strategy:1009,Memory:1045
Macht die Bäume wieder grün,Card Game:1002,Educational:1094
Arrondissement,Political:1001,null
Chairman of the Board,Negotiation:1026,Political:1001
Ludy Ludo,Dice:1017,Religious:1115
"Hook, Line, and Sinker",Card Game:1002,Humor:1079
Heidanei Schneggahofa,Educational:1094,Trivia:1027
Market Square,Economic:1021,null
Fészekrakó társasjáték,Educational:1094,null
ÖKO-Magyarország,Educational:1094,null
Ladies' Night,Educational:1094,Mature / Adult:1118
Krazy Bee 15,Card Game:1002,null
Le Cirque mystérieux,null,null
Microwars,Dice:1017,Medieval:1035
Hell Revised,Card Game:1002,Educational:1094
The Master of the Merchant in the Sakai,Card Game:1002,Negotiation:1026
Magnate: Make Your Mark,Economic:1021,Educational:1094
SFIRS,Abstract Strategy:1009,null
Happy Birthday!,Book:1117,Children's Game:1041
Pet Vet,Animals:1089,Children's Game:1041
A-A-Arctic Kettering,Abstract Strategy:1009,null
Bones and Baths,Children's Game:1041,Dice:1017
Pop the Pig Travel,Children's Game:1041,null
Mümmelmann,Animals:1089,Children's Game:1041
Parlour Travellers Through Europe,Dice:1017,Educational:1094
Wanderers in the Wilderness,Dice:1017,Educational:1094
KenKen,Children's Game:1041,Educational:1094
Spooner's Pictorial Map of England & Wales,Dice:1017,Educational:1094
Parkwächter Brunos Lieblings-Spiel,Party Game:1030,null
Betts's Tour Through England and Wales,Dice:1017,Educational:1094
Betts's Tour Through Europe,Dice:1017,Educational:1094
Ein Platz für Tiere,Animals:1089,Educational:1094
Jagd-Freude,Animals:1089,null
Murder in the City,Murder/Mystery:1040,null
Pitchnut,Action / Dexterity:1032,null
Ratz Fatz Buchstaben,Animals:1089,Children's Game:1041
Beadecked,Card Game:1002,Children's Game:1041
Kunskapsjakten,Educational:1094,Trivia:1027
L'Eclissi di Zama,Ancient:1050,Wargame:1019
Hornet Hoops,Card Game:1002,Sports:1038
Braggadocio,American West:1055,Party Game:1030
Learn about the Home Front,Children's Game:1041,Educational:1094
Sudoku,Educational:1094,Math:1104
Schaken voor 4,Abstract Strategy:1009,null
The Game of Great Detectives,Card Game:1002,Novel-based:1093
Eine Chance für die Liebe,Mature / Adult:1118,null
Jimmy the Greek Odds Maker Basketball,Sports:1038,null
Rechen-Lotto,Card Game:1002,Children's Game:1041
The Button Game,Card Game:1002,Educational:1094
The C-V-C Game,Card Game:1002,Educational:1094
Ide a Szfinxet,Dice:1017,Word Game:1025
C Rummy,Card Game:1002,Educational:1094
CerebralFlatulence,Card Game:1002,Educational:1094
Checks and Balances,Card Game:1002,Educational:1094
Chord Constructor,Card Game:1002,Educational:1094
"Chords, Chords, Chords!",Card Game:1002,Educational:1094
Classical Cards,Card Game:1002,Educational:1094
Where is Pluto,Animals:1089,Children's Game:1041
Balyna Magnetic Super Soccer,Action / Dexterity:1032,Sports:1038
Drake,Miniatures:1047,Nautical:1008
Culture Shock,Travel:1097,null
Gospitch & Ocaña 1809,Napoleonic:1051,Wargame:1019
CAP Kalle Ankas rymdspel,Dice:1017,Educational:1094
Elementaurs Boot Camp,Card Game:1002,Children's Game:1041
League of Nations,Economic:1021,Negotiation:1026
4 Spiele in der Box,Card Game:1002,Dice:1017
Ransom Trump,Card Game:1002,Print & Play:1120
Palabras,Card Game:1002,Educational:1094
Name That Union,Card Game:1002,Educational:1094
Planet X,Card Game:1002,Educational:1094
Joggle,Abstract Strategy:1009,Dice:1017
The Great Plus-Minus War,Card Game:1002,Educational:1094
Corse,Racing:1031,Sports:1038
Pic-Etape,Children's Game:1041,null
Word Pirates! Quick Play Edition,Dice:1017,Word Game:1025
Giro d'Italia,Racing:1031,null
Bible Boys Card Game,Card Game:1002,Religious:1115
Angel,Horror:1024,Movies / TV / Radio theme:1064
Taste Taiwan: Princess,Educational:1094,null
Wo ist Leo?,Children's Game:1041,Real-time:1037
The Great Train Robbery Game,Trains:1034,null
The Magic Bag,Abstract Strategy:1009,null
Street Drug Rummy,Card Game:1002,Deduction:1039
Strike-a-Chord,Card Game:1002,Educational:1094
Striking a Balance,Card Game:1002,Educational:1094
Suave Poker,Card Game:1002,Educational:1094
Subtraction Sentences,Card Game:1002,Children's Game:1041
Synonyms,Card Game:1002,Educational:1094
"The Game of Hickory, Dickory, Dock",Racing:1031,null
Game of Robinson Crusoe,Card Game:1002,Novel-based:1093
The Prisoner of Zenda,Movies / TV / Radio theme:1064,Novel-based:1093
Monkey Shines,Children's Game:1041,Dice:1017
Bar Fight,Fighting:1046,Humor:1079
Q-Cards,Card Game:1002,Game System:1119
Op Zoek Naar... Lutjebroek,Educational:1094,Trivia:1027
Haunt,Economic:1021,Horror:1024
Kitzel Madokki,Animals:1089,Children's Game:1041
A Drop Too Many,Miniatures:1047,World War II:1049
Diamonds & Pivots,Abstract Strategy:1009,null
Sunshine,Children's Game:1041,Dice:1017
Apple Picking,Card Game:1002,Children's Game:1041
Zhēng Shàngyóu,Card Game:1002,null
Das Spiel der Liebenden und Verliebten,Dice:1017,Party Game:1030
Gespenster-ABC,Children's Game:1041,Educational:1094
Märchenzeit,Card Game:1002,Children's Game:1041
Lilla Miljöspelet,Educational:1094,null
Pitfalls,Maze:1059,null
Terry and the Pirates,Children's Game:1041,Comic Book / Strip:1116
The Game of Shopping at the Supermarket,Children's Game:1041,null
World's Greatest Trivia Game,Party Game:1030,Trivia:1027
Heiss auf Eis,Card Game:1002,null
Ratz-Fatz in die Schule,Children's Game:1041,Educational:1094
On Guard: A Military Table Game,Wargame:1019,null
Marvel Power Game,Children's Game:1041,Comic Book / Strip:1116
Getta Goff Challenge,Action / Dexterity:1032,Educational:1094
Hocus Pocus,Fantasy:1010,null
Monster-opoly,Children's Game:1041,Economic:1021
Monopoly: Miami Dolphins Collector's Edition,Economic:1021,Negotiation:1026
Two Bit Hack,Card Game:1002,null
Citaten Spel,Memory:1045,Trivia:1027
Via Vitae,Card Game:1002,null
Die Lieben Sieben: Ab auf die Wippe!,Action / Dexterity:1032,Animals:1089
Theatron,Ancient:1050,Card Game:1002
NFL Game Time Talking Football,Sports:1038,null
O Camisa 10 da Copa do Mundo,Party Game:1030,Sports:1038
Second Story,Card Game:1002,null
Connect 4: Rivalry Edition,Abstract Strategy:1009,Children's Game:1041
The Fastest Men on Earth,Racing:1031,Sports:1038
Nine,Card Game:1002,null
"1,000 WEED Games",Mature / Adult:1118,Party Game:1030
Pasha,Children's Game:1041,Trivia:1027
8er-Bahn,Card Game:1002,Math:1104
Subelidai,Abstract Strategy:1009,Print & Play:1120
Predator,Movies / TV / Radio theme:1064,Science Fiction:1016
Lady Wintermores Fangs,Fantasy:1010,null
Først på månen,Space Exploration:1113,null
Be Bullish,Economic:1021,Negotiation:1026
Throw the dice against tobacco,Educational:1094,null
Delma: Linnas,Adventure:1022,Children's Game:1041
Bid Euchre,Card Game:1002,null
Moto GP,Racing:1031,null
Deadly 60 Trading Card Game,Animals:1089,Movies / TV / Radio theme:1064
Florancala,Abstract Strategy:1009,null
Heian Shogi,Abstract Strategy:1009,Ancient:1050
Sho Shogi,Abstract Strategy:1009,null
Super Teddyx,Children's Game:1041,Dice:1017
Kursk Campaign,World War II:1049,null
Spel van het jaar 2003,Educational:1094,Party Game:1030
Het grote Parkeerspel,Economic:1021,Negotiation:1026
Multi Score,Abstract Strategy:1009,null
Signum Mortis,Ancient:1050,Fighting:1046
Hoke's Run: July 3rd 1861,American Civil War:1048,Print & Play:1120
First Manassas: July 21st 1861,American Civil War:1048,Print & Play:1120
Archeoegypt,Ancient:1050,Exploration:1020
"Hour of the Gun: Tombstone, Arizona, 1881-2",American West:1055,Fighting:1046
Svoyi Koziri,Abstract Strategy:1009,Card Game:1002
Party 'Til You Puke,Humor:1079,null
Lindenstraße,Movies / TV / Radio theme:1064,Trivia:1027
Lost Complete Victory: Legend of the Galactic Heroes,Movies / TV / Radio theme:1064,Science Fiction:1016
Let's Build a Village,Children's Game:1041,Exploration:1020
Skulduggery Pleasant Game Cards,Card Game:1002,Novel-based:1093
Kaboom!,Bluffing:1023,Card Game:1002
Mobile Suit Gundam: Last Fight,Movies / TV / Radio theme:1064,Science Fiction:1016
Dragon Flight,Fantasy:1010,Racing:1031
Paranoia,Abstract Strategy:1009,Puzzle:1028
Pajęczyna,Abstract Strategy:1009,Children's Game:1041
Colombo,Nautical:1008,Racing:1031
Crowns,Abstract Strategy:1009,null
Villehardouin,Medieval:1035,Print & Play:1120
Black Jack Dice,Dice:1017,null
Danguard,Fighting:1046,Movies / TV / Radio theme:1064
Perfect Picnic,Children's Game:1041,Dice:1017
OPFOR Insurgency,Card Game:1002,null
Camel Adventures,Adventure:1022,Environmental:1084
Ben ik... Napoleon?,Deduction:1039,Electronic:1072
Bible Caravan New Testament,Educational:1094,Religious:1115
Social!,Abstract Strategy:1009,Bluffing:1023
Where shall we go?,Aviation / Flight:2650,Educational:1094
BasketBoard,Party Game:1030,Sports:1038
Objection! Justice Duel,Bluffing:1023,Card Game:1002
Decisive battle! A Baoa Qu,Movies / TV / Radio theme:1064,Science Fiction:1016
Scorpio,Trivia:1027,null
Culture Pop,Humor:1079,Party Game:1030
Terra Ventura,Travel:1097,null
Un pour Tous,Bluffing:1023,Dice:1017
Dragon Blast: Battlestorm,Card Game:1002,Comic Book / Strip:1116
WFF: The Beginner's Game of Modern Logic,Abstract Strategy:1009,Dice:1017
oogachakka,Card Game:1002,Music:1054
Hulo!,Word Game:1025,null
From Mud to Glory: American Football,Sports:1038,null
Ten in the Bed,Card Game:1002,Children's Game:1041
Рисумей,Card Game:1002,Party Game:1030
Les Présidents directeurs généraux,Economic:1021,Industry / Manufacturing:1088
La Vuelta al Mundo,Travel:1097,Trivia:1027
Ocean Surprise,Children's Game:1041,Racing:1031
Filmspel,Movies / TV / Radio theme:1064,Trivia:1027
